Instructor,Course,Term,Enroll,Evals Made,Rcmnd Class,Rcmnd Instr,Study Hrs/wk,Avg Grade Expected,Avg Grade Received
"Bier, Ethan",BIPN 144 - Developmental Neurobiology (A),SP15,346,115,87.10%,79.20%,5.51,B+ (3.36),B (3.08)
"Sejnowski, Terrence J",BIPN 146 - Computational Neurobiology (A),SP15,36,12,83.30%,75.00%,8.17,B+ (3.55),B (3.03)
"Huberman, Andrew David",BIPN 152 - Healthy and Diseased Brain (A),SP15,392,142,96.20%,97.00%,4.13,A- (3.82),B+ (3.54)
"Jin, Yishi",BIPN 194 - Adv Topics-Phys/Neuro (A),SP15,23,11,100.00%,100.00%,3.9,A (4.00),A- (3.84)
"Malinow, Roberto",BIPN 194 - Adv Topics-Phys/Neuro (B),SP15,20,9,100.00%,87.50%,3.25,A- (3.88),A- (3.78)
"French, Kathleen Ann",BISP 170 - Bioscholars Seminar (A),SP15,16,6,83.30%,50.00%,2.83,B+ (3.67),N/A
"Estelle, Mark",BISP 194 - Adv Topics in Modern Biology (A),SP15,38,13,84.60%,92.30%,1.67,A- (3.73),A- (3.83)
"Crawford, Nigel M.",BISP 194 - Adv Topics in Modern Biology (B),SP15,40,16,100.00%,100.00%,1.12,A (4.00),A (4.00)
"Montal, S. Maurice",BIBC 100 - Structural Biochemistry (A),WI15,419,174,73.20%,55.50%,6.44,B (3.12),C+ (2.61)
"Feng, Gen-Sheng",BIBC 102 - Metabolic Biochemistry (A),WI15,370,137,86.50%,79.40%,7.18,B (3.16),B- (2.80)
"Soowal, Lara",BIBC 103 - Biochemical Techniques (A),WI15,49,19,100.00%,94.40%,6.39,B+ (3.33),B (3.13)
"Bozinovic, Goran",BIBC 103 - Biochemical Techniques (B),WI15,70,36,100.00%,89.70%,8.5,B (3.14),B (3.07)
"Bozinovic, Goran",BIBC 103 - Biochemical Techniques (C),WI15,66,32,84.60%,80.80%,8.5,B (3.00),B (3.07)
"Coleman, Aaron B.",BIBC 103 - Biochemical Techniques (D),WI15,69,61,94.90%,98.30%,6.43,B+ (3.36),B (3.06)
"Herndon, Jenny Dyann",BIBC 103 - Biochemical Techniques (E),WI15,68,66,86.20%,84.60%,7.02,B+ (3.33),B (3.11)
"Coleman, Aaron B.",BIBC 120 - Nutrition (A),WI15,325,229,96.90%,97.40%,5.55,B+ (3.54),B (3.04)
"Troemel, Emily Ruth",BICD 100 - Genetics (A),WI15,355,145,94.00%,89.60%,5.38,B+ (3.53),B (3.01)
"Reuther, Keefe",BICD 100 - Genetics (B),WI15,391,325,96.60%,95.70%,5.36,B+ (3.48),B (3.24)
"Wilhelm, James E.",BICD 110 - Cell Biology (A),WI15,190,79,90.40%,95.90%,7.47,B+ (3.42),B- (2.74)
"Posakony, James W","BICD 130 - Embryos, Genes, & Development (A)",WI15,14,10,100.00%,100.00%,4.28,B+ (3.44),N/A
"Ghiara, Jayant",BICD 134 - Human Reproduction&Development (A),WI15,193,93,98.90%,98.90%,5.29,B+ (3.66),B+ (3.62)
"Lu, Li-Fan",BICD 140 - Immunology (A),WI15,96,76,89.20%,81.10%,8.01,B (3.15),B- (2.90)
"Chao, Lin",BIEB 150 - Evolution (A),WI15,178,76,94.40%,94.40%,4.05,B (3.29),B- (2.76)
"Nieh, James Charles",BIEB 166 - Animal Behavior&Communication (A),WI15,257,108,91.30%,92.30%,5.61,B (3.20),C+ (2.45)
"Halpain, Shelley",BILD 1 - The Cell (A),WI15,283,137,93.90%,73.50%,5.78,B+ (3.47),B+ (3.37)
"Mel, Stephanie",BILD 1 - The Cell (B),WI15,384,195,96.80%,89.80%,5.12,B (3.22),C+ (2.70)
"Komiyama, Takaki",BILD 12 - Neurobiology and Behavior (A),WI15,93,38,94.30%,97.10%,4.1,B+ (3.62),B (3.06)
"Berg, Darwin K.",BILD 2 - Multicellular Life (A),WI15,241,94,90.30%,89.20%,6.15,B+ (3.40),B- (2.84)
"Schroeder, Julian I",BILD 2 - Multicellular Life (B),WI15,133,108,95.30%,96.30%,6.12,B+ (3.31),B (3.19)
"Markow, Therese A.",BILD 20 - Human Genetics/Modern Society (A),WI15,55,39,89.20%,70.30%,3.26,B+ (3.35),B (3.13)
"Fortes, P. A. George",BILD 26 - Human Physiology (A),WI15,116,50,72.30%,51.10%,5.22,B (3.21),C+ (2.64)
"Holway, David A.",BILD 3 - Organismic&Evolutionary Biol (A),WI15,404,180,82.50%,85.40%,5.52,B (3.08),C+ (2.68)
"Cooper, Kimberly Lynn",BILD 3 - Organismic&Evolutionary Biol (B),WI15,349,279,90.60%,90.20%,4.68,B (3.20),C+ (2.70)
"Macagno, Eduardo R.","BILD 38 - Dementia, Science and Society (A)",WI15,37,20,94.70%,94.70%,4.29,B+ (3.33),B+ (3.36)
"Lo, Stanley Malvin Ming-Hi",BILD 4 - Introductory Biology Lab (A),WI15,34,17,100.00%,100.00%,3.63,A- (3.75),B+ (3.47)
"Saier, Milton H.",BILD 87 - Freshman Seminar (A),WI15,10,6,100.00%,100.00%,0.5,A (4.00),N/A
"Saier, Milton H.",BILD 87 - Freshman Seminar (B),WI15,16,11,90.00%,100.00%,2.06,N/A,N/A
"Chilukuri, Lakshmi N",BILD 91 - Biol Freshm/Strategies/Success (A),WI15,11,6,100.00%,100.00%,1.17,N/A,N/A
"Wienhausen, Gabriele",BILD 91 - Biol Freshm/Strategies/Success (B),WI15,14,5,80.00%,80.00%,3.3,C (2.00),N/A
"Reuther, Keefe",BIMM 100 - Molecular Biology (A),WI15,397,336,87.20%,88.70%,6.48,B+ (3.36),B- (2.80)
"Mel, Stephanie",BIMM 101 - Recombinant DNA Techniques (A),WI15,44,26,92.00%,88.00%,4.9,B (3.24),B (3.03)
"Ring, Gabriela Aviva",BIMM 101 - Recombinant DNA Techniques (B),WI15,48,27,100.00%,84.60%,5.86,B+ (3.54),B (3.19)
"Dunbar, Tiffany L",BIMM 101 - Recombinant DNA Techniques (C),WI15,51,48,100.00%,100.00%,4.71,A- (3.70),B+ (3.64)
"Dunbar, Tiffany L",BIMM 101 - Recombinant DNA Techniques (D),WI15,48,46,97.80%,100.00%,6.32,B+ (3.63),B+ (3.64)
"Tour, Ella",BIMM 101 - Recombinant DNA Techniques (E),WI15,50,19,100.00%,89.50%,5.06,A- (3.78),B+ (3.40)
"Butler, Madeline",BIMM 101 - Recombinant DNA Techniques (F),WI15,72,23,100.00%,100.00%,5.36,B+ (3.67),B+ (3.40)
"Zhang, Dong-Er",BIMM 110 - Molecular Basis/Human Disease (A),WI15,177,147,97.90%,97.90%,5.86,B+ (3.69),B (3.11)
"Kadonaga, James T",BIMM 112 - Regulatn/Eucarytc Gene Exp (A),WI15,92,40,92.30%,100.00%,3.91,B+ (3.55),B+ (3.49)
"David, Michael",BIMM 118 - Pharmacology (A),WI15,58,38,97.20%,97.20%,6.39,A- (3.80),B+ (3.40)
"Golden, James W",BIMM 120 - Bacteriology (A),WI15,221,83,79.20%,72.70%,5.32,B (3.13),B- (2.81)
"Chilukuri, Lakshmi N",BIMM 121 - Laboratory in Microbiology (A),WI15,37,27,96.30%,88.90%,8.27,B (3.26),B (3.20)
"Gustafson-Brown, Cindy",BIMM 121 - Laboratory in Microbiology (B),WI15,26,24,95.80%,95.80%,6.92,B+ (3.33),B- (2.86)
"Gustafson-Brown, Cindy",BIMM 121 - Laboratory in Microbiology (C),WI15,44,35,88.20%,91.20%,7.71,B (3.09),B- (2.86)
"Saier, Milton H.",BIMM 122 - Microbial Genetics (A),WI15,52,31,93.30%,90.00%,5.1,A- (3.80),B+ (3.47)
"Pevzner, Pavel Arkadjevich",BIMM 181 - Molecular Sequence Analysis (A),WI15,7,5,80.00%,100.00%,12.1,A- (3.75),N/A
"Hasty, Jeff M",BIMM 194 - Adv Topics-Molecular Bio (B),WI15,9,2,100.00%,100.00%,2.5,A (4.00),N/A
"French, Kathleen Ann",BIPN 100 - Human Physiology I (A),WI15,148,63,91.70%,50.00%,6.95,B (3.03),C+ (2.70)
"Leutgeb, Stefan",BIPN 100 - Human Physiology I (B),WI15,281,122,94.70%,80.70%,6.59,B+ (3.48),B+ (3.35)
"Fortes, P. A. George",BIPN 102 - Human Physiology II (A),WI15,96,39,94.70%,78.90%,6.12,B+ (3.68),B- (3.00)
"Armour, Jon Christopher",BIPN 105 - Animal Physiology Lab (A),WI15,54,18,88.20%,100.00%,11.75,B (3.18),B- (2.95)
"Armour, Jon Christopher",BIPN 105 - Animal Physiology Lab (B),WI15,36,17,87.50%,93.80%,10.5,B (3.07),B- (2.95)
"Halpain, Shelley",BIPN 140 - Cellular Neurobiology (A),WI15,77,23,90.00%,90.00%,5.45,B+ (3.33),B- (2.93)
"Scanziani, Massimo",BIPN 140 - Cellular Neurobiology (A),WI15,75,23,86.40%,81.80%,5.55,B+ (3.35),B- (2.93)
"Wang, Jing",BIPN 142 - Systems Neurobiology (A),WI15,39,20,85.00%,85.00%,5.55,B (3.25),B (3.25)
"Leutgeb, Jill K.",BIPN 148 - Cellular Basis Learning&Memory (A),WI15,154,65,73.80%,77.00%,6.17,B+ (3.41),B- (2.80)
"Leutgeb, Stefan",BIPN 148 - Cellular Basis Learning&Memory (A),WI15,163,65,73.80%,70.50%,6.16,B+ (3.41),B- (2.80)
"Goulding, Martyn",BIPN 150 - Diseases of the Nervous System (A),WI15,101,48,95.10%,80.00%,4.89,A- (3.88),A- (3.71)
"Lee, Kuo Fen",BIPN 150 - Diseases of the Nervous System (A),WI15,101,47,95.10%,79.50%,4.89,A- (3.88),A- (3.71)
"Pfaff, Samuel",BIPN 150 - Diseases of the Nervous System (A),WI15,101,47,95.10%,97.40%,4.89,A- (3.88),A- (3.71)
"Zou, Yimin",BIPN 150 - Diseases of the Nervous System (A),WI15,96,48,95.20%,97.50%,4.88,A- (3.88),A- (3.71)
"La Spada, Albert",BISP 194 - Adv Topics in Modern Biology (A),WI15,33,11,100.00%,100.00%,2.9,A- (3.75),A- (3.76)
"Muotri, Alysson",BISP 194 - Adv Topics in Modern Biology (A),WI15,33,11,100.00%,100.00%,2.9,A- (3.75),A- (3.76)
"Markow, Therese A.",BISP 194 - Adv Topics in Modern Biology (B),WI15,30,10,90.00%,60.00%,2.3,A- (3.89),B+ (3.68)
"Newsam, John",BISP 194 - Adv Topics in Modern Biology (C),WI15,41,29,96.40%,100.00%,2.93,A- (3.93),A- (3.96)
"Scheffler, Immo E.",BIBC 102 - Metabolic Biochemistry (A),FA14,323,125,88.80%,85.70%,7.74,B+ (3.35),C+ (2.41)
"Hampton, Randolph Y.",BIBC 102 - Metabolic Biochemistry (B),FA14,408,181,93.40%,98.00%,7.41,B+ (3.46),B+ (3.40)
"Herndon, Jenny Dyann",BIBC 102 - Metabolic Biochemistry (C),FA14,119,51,74.40%,48.80%,8.16,B- (2.88),C+ (2.64)
"Coleman, Aaron B.",BIBC 103 - Biochemical Techniques (A),FA14,128,105,94.10%,97.00%,6.82,B (3.29),B (3.10)
"Soowal, Lara",BIBC 103 - Biochemical Techniques (B),FA14,127,50,82.90%,82.90%,6.71,B (3.21),C+ (2.70)
"Montal, S. Maurice",BIBC 194 - Adv Topics-Biochemistry (B),FA14,26,13,92.30%,92.30%,2.65,A (4.00),A (4.00)
"Smith, Laurie",BICD 100 - Genetics (A),FA14,406,160,92.20%,90.80%,5.38,B+ (3.46),B (3.02)
"Smith, Laurie",BICD 100 - Genetics (B),FA14,324,155,94.90%,94.90%,5.7,B+ (3.32),B (3.02)
"Kiger, Amy",BICD 110 - Cell Biology (A),FA14,127,94,79.10%,53.80%,7.11,B+ (3.30),B- (2.76)
"Ghiara, Jayant",BICD 134 - Human Reproduction&Development (A),FA14,339,138,99.20%,98.40%,5.29,A- (3.75),B+ (3.42)
"Todd, Krista L.",BICD 134 - Human Reproduction&Development (A),FA14,356,138,99.20%,26.20%,5.24,A- (3.76),B+ (3.42)
"Hedrick, Stephen M",BICD 136 - AIDS Science and Society (A),FA14,305,121,95.20%,94.30%,5.23,B+ (3.41),B- (2.93)
"Murre, Cornelis",BICD 145 - Lab in Molecular Medicine (A),FA14,36,19,100.00%,100.00%,7.83,A- (3.94),A- (3.91)
"Xu, Yang",BICD 194 - Adv Topics-Cellular Dev (A),FA14,12,6,100.00%,100.00%,2.9,B+ (3.67),N/A
"Rifkin, Scott",BIEB 100 - Biostatistics (A),FA14,147,58,60.40%,62.50%,6.25,B- (2.98),B- (2.75)
"Shurin, Jonathan",BIEB 102 - Intro Eclgy/Organisms&Habitats (A),FA14,111,53,95.80%,87.50%,5.01,B+ (3.37),C+ (2.68)
"Henter, Heather J.",BIEB 121 - Ecology Laboratory (A),FA14,27,13,90.90%,81.80%,4.32,B+ (3.55),B+ (3.33)
"Kohn, Joshua R",BIEB 126 - Plant Ecology (A),FA14,62,25,87.00%,82.60%,4.07,B+ (3.30),C+ (2.70)
"Mel, Stephanie",BILD 1 - The Cell (A),FA14,362,160,95.00%,92.10%,5.61,B+ (3.54),B- (2.71)
"Reuther, Keefe",BILD 1 - The Cell (B),FA14,182,82,92.40%,92.40%,5.44,B+ (3.31),C+ (2.65)
"Wasserman, Steven A.",BILD 2 - Multicellular Life (A),FA14,221,180,94.30%,93.70%,6.84,B (3.10),B- (2.75)
"Fortes, P. A. George",BILD 2 - Multicellular Life (B),FA14,199,66,91.10%,39.30%,5.41,B (3.09),C+ (2.47)
"Kurle, Carolyn M.",BILD 3 - Organismic&Evolutionary Biol (A),FA14,400,205,92.10%,97.00%,4.55,B+ (3.49),B (3.01)
"Kurle, Carolyn M.",BILD 3 - Organismic&Evolutionary Biol (B),FA14,326,185,92.70%,98.70%,4.8,B+ (3.53),B (3.01)
"Lo, Stanley Malvin Ming-Hi",BILD 4 - Introductory Biology Lab (A),FA14,19,13,100.00%,100.00%,4.32,B+ (3.30),N/A
"Saier, Milton H.",BILD 87 - Freshman Seminar (A),FA14,19,12,91.70%,100.00%,2,A (4.00),N/A
"French, Kathleen Ann",BILD 96 - Biology: Honors Seminar (A),FA14,23,16,85.70%,100.00%,0.93,A (4.00),N/A
"Lykke-Andersen, Jens",BIMM 100 - Molecular Biology (A),FA14,394,160,90.50%,94.60%,6.98,B+ (3.39),C+ (2.62)
"Mel, Stephanie",BIMM 101 - Recombinant DNA Techniques (A),FA14,47,21,100.00%,90.50%,5.36,B (3.29),B- (2.89)
"Butler, Madeline",BIMM 101 - Recombinant DNA Techniques (B),FA14,47,17,93.30%,100.00%,5.17,B+ (3.40),B (3.10)
"Bozinovic, Goran",BIMM 101 - Recombinant DNA Techniques (C),FA14,86,33,100.00%,93.50%,7.17,B (3.23),B (3.16)
"Reuther, Keefe",BIMM 101 - Recombinant DNA Techniques (D),FA14,49,19,100.00%,94.10%,7.13,B+ (3.44),B+ (3.30)
"Tour, Ella",BIMM 110 - Molecular Basis/Human Disease (A),FA14,156,73,91.00%,83.60%,6.44,B+ (3.54),B+ (3.60)
"Golden, Susan S.",BIMM 116 - Circadian Rhythms-Bio Clocks (A),FA14,222,78,65.20%,76.90%,6.44,B (3.13),C+ (2.63)
"Gorman, Michael R.",BIMM 116 - Circadian Rhythms-Bio Clocks (A),FA14,259,78,65.20%,86.20%,6.44,B (3.13),C+ (2.63)
"Chilukuri, Lakshmi N",BIMM 121 - Laboratory in Microbiology (A),FA14,80,68,89.10%,96.90%,7.94,B (3.22),B (3.23)
"Gustafson-Brown, Cindy",BIMM 121 - Laboratory in Microbiology (B),FA14,27,23,95.20%,100.00%,7.64,B+ (3.38),B (3.29)
"Gustafson-Brown, Cindy",BIMM 124 - Medical Microbiology (A),FA14,164,124,91.00%,95.90%,8.18,B (3.27),B (3.28)
"Pogliano, Joseph",BIMM 171 - Genomics Research Initiative (A),FA14,27,19,100.00%,100.00%,2.38,A- (3.88),A- (3.96)
"Pogliano, Joseph",BIMM 171A - Genomics Research Init Lab I (A),FA14,27,16,100.00%,100.00%,2.1,A- (3.88),A- (3.96)
"Bafna, Vineet",BIMM 182 - Biological Databases (A),FA14,3,3,66.70%,66.70%,9.83,B+ (3.67),N/A
"Mayfield, Stephen P.",BIMM 194 - Adv Topics-Molecular Bio (B),FA14,13,5,100.00%,100.00%,3.3,A (4.00),N/A
"Suel, Gurol Mehmet",BIMM 194 - Adv Topics-Molecular Bio (C),FA14,19,10,100.00%,100.00%,2.94,A- (3.75),N/A
"French, Kathleen Ann",BIPN 100 - Human Physiology I (A),FA14,228,100,87.20%,48.80%,8.22,B (3.07),C+ (2.55)
"Fortes, P. A. George",BIPN 102 - Human Physiology II (A),FA14,145,46,95.20%,83.30%,7.21,B+ (3.38),B- (2.99)
"Armour, Jon Christopher",BIPN 105 - Animal Physiology Lab (A),FA14,80,22,95.20%,100.00%,11.9,B (3.25),B- (2.94)
"Berg, Darwin K.",BIPN 140 - Cellular Neurobiology (A),FA14,166,59,87.80%,91.70%,7.77,B+ (3.35),B- (2.74)
"Spitzer, Nicholas",BIPN 140 - Cellular Neurobiology (A),FA14,228,58,87.80%,89.60%,7.81,B+ (3.35),B- (2.74)
"Wienhausen, Gabriele",BISP 191 - Biol Transf:Strategies/Success (A),FA14,23,9,100.00%,100.00%,0.75,A (4.00),N/A
"Bozinovic, Goran",BIBC 103 - Biochemical Techniques (A),S214,41,5,100.00%,100.00%,9.17,B (3.00),B (3.07)
"Bozinovic, Goran",BICD 100 - Genetics (A),S214,144,31,100.00%,96.70%,7.95,B+ (3.50),B (3.06)
"Teodorof, Carmen",BICD 110 - Cell Biology (A),S214,76,8,100.00%,50.00%,7.75,B (3.29),B+ (3.41)
"Fortes, P. A. George",BICD 150 - Endocrinology (A),S214,60,5,100.00%,60.00%,6.9,A- (3.80),B- (2.76)
"Wills, Christopher",BIEB 150 - Evolution (A),S214,56,16,75.00%,81.30%,8.25,B- (2.94),B- (2.94)
"Todd, Krista L.",BILD 2 - Multicellular Life (A),S214,107,42,85.40%,75.60%,8.35,B (3.10),B (3.27)
"Richmond, Maxi Polihronaki",BILD 3 - Organismic&Evolutionary Biol (A),S214,145,76,93.40%,94.70%,7.53,B (3.16),B- (2.80)
"Gustafson-Brown, Cindy",BICD 136 - AIDS Science and Society (A),S114,128,91,96.70%,96.70%,9.51,B (3.27),B- (2.85)
"Reuther, Keefe",BILD 1 - The Cell (A),S114,111,35,97.10%,91.20%,7.21,B+ (3.47),B- (2.72)
"Saier, Milton H.",BILD 18 - Human Impact on the Environmnt (A),S114,34,11,80.00%,90.00%,5.5,A- (3.80),B+ (3.52)
"Gustafson-Brown, Cindy",BILD 36 - AIDS Science and Society (A),S114,21,16,93.80%,100.00%,7.38,B (3.25),B (3.05)
"Reuther, Keefe",BIMM 100 - Molecular Biology (A),S114,114,37,97.20%,91.70%,6.56,B (3.26),C+ (2.62)
"Clark, Dan",BIMM 101 - Recombinant DNA Techniques (A),S114,49,46,100.00%,100.00%,8.2,B+ (3.69),B+ (3.69)
"Armour, Jon Christopher",BIPN 100 - Human Physiology I (A),S114,190,34,96.80%,96.80%,11.23,B (3.23),B- (2.75)
"Coleman, Aaron B.",BIBC 102 - Metabolic Biochemistry (A),SP14,328,131,90.50%,92.10%,6.73,B (3.27),C+ (2.65)
"Zhao, Yunde",BIBC 102 - Metabolic Biochemistry (B),SP14,181,64,89.80%,88.10%,7.83,B (3.21),B- (2.87)
"Soowal, Lara",BIBC 103 - Biochemical Techniques (A),SP14,62,25,82.60%,78.30%,7.46,B (3.17),B- (2.87)
"Bozinovic, Goran",BIBC 103 - Biochemical Techniques (B),SP14,117,40,92.10%,94.70%,9.56,B (3.17),B (3.18)
"Coleman, Aaron B.",BIBC 103 - Biochemical Techniques (C),SP14,68,28,74.10%,88.90%,7.61,B (3.12),B (3.01)
"Grossman, Emily N",BIBC 103 - Biochemical Techniques (D),SP14,67,62,98.40%,98.40%,4.85,B+ (3.55),B (3.28)
"Crawford, Nigel M.",BIBC 120 - Nutrition (A),SP14,341,134,99.20%,97.70%,5.76,B+ (3.36),B- (2.90)
"Mayfield, Stephen P.",BIBC 140 - Introduction to Biofuels (A),SP14,166,57,83.30%,87.00%,5.06,B (3.27),B- (2.92)
"Troemel, Emily Ruth",BICD 100 - Genetics (A),SP14,229,86,96.40%,90.40%,5.33,B+ (3.51),B- (2.98)
"Reuther, Keefe",BICD 100 - Genetics (B),SP14,325,109,93.80%,94.80%,5.56,B+ (3.49),B- (2.89)
"Forbes, Douglass Jane",BICD 110 - Cell Biology (A),SP14,297,98,90.00%,96.70%,6.68,B+ (3.57),B (3.06)
"Zou, Yimin",BICD 110 - Cell Biology (B),SP14,29,27,85.20%,74.10%,6.57,B+ (3.48),B+ (3.65)
"Yanofsky, Martin F.",BICD 123 - Plant Mol Genetics&Biotech Lab (A),SP14,36,12,100.00%,90.90%,6.14,A- (3.91),B+ (3.61)
"Zhao, Yunde",BICD 123 - Plant Mol Genetics&Biotech Lab (A),SP14,36,8,100.00%,87.50%,5.75,A (4.00),B+ (3.61)
"Lu, Li-Fan",BICD 140 - Immunology (A),SP14,155,60,86.20%,77.60%,7.18,B (3.22),B- (2.72)
"Fortes, P. A. George",BICD 150 - Endocrinology (A),SP14,170,65,95.00%,88.30%,6.68,B+ (3.44),B- (2.96)
"Crawford, Nigel M.",BICD 194 - Adv Topics-Cellular Dev (A),SP14,38,20,100.00%,100.00%,1.79,A (4.00),A- (3.99)
"Schoetz, Eva-Maria",BICD 194 - Adv Topics-Cellular Dev (B),SP14,13,4,100.00%,100.00%,3.17,A (4.00),N/A
"Cleland, Elsa Eleanor",BIEB 121 - Ecology Laboratory (A),SP14,35,16,93.80%,100.00%,7.5,B+ (3.38),B+ (3.52)
"Roy, Kaustuv",BIEB 140 - Biodiversity (A),SP14,173,70,83.30%,93.90%,5.02,B (3.17),B- (2.72)
"Chao, Lin",BIEB 143 - Comp Modeling in Evol/Ecol (A),SP14,22,14,92.30%,92.30%,6.5,B (3.23),B (3.24)
"Rifkin, Scott",BIEB 143 - Comp Modeling in Evol/Ecol (A),SP14,22,11,100.00%,100.00%,5.41,B (3.27),B (3.24)
"Strum, Shirley C.",BIEB 176 - Conservation&Human Predicament (A),SP14,79,26,87.00%,82.60%,4.9,B (3.18),B- (2.78)
"Woodruff, David S",BIEB 176 - Conservation&Human Predicament (A),SP14,79,24,87.00%,82.60%,4.86,B (3.17),B- (2.78)
"Mel, Stephanie",BILD 1 - The Cell (A),SP14,321,131,94.40%,84.90%,4.53,B (3.26),B- (2.93)
"Ghiara, Jayant",BILD 1 - The Cell (B),SP14,320,157,99.30%,98.00%,5.08,B+ (3.63),B+ (3.52)
"Saier, Milton H.",BILD 18 - Human Impact on the Environmnt (A),SP14,261,115,84.20%,79.20%,3.38,A- (3.80),A- (3.72)
"French, Kathleen Ann",BILD 2 - Multicellular Life (A),SP14,120,37,94.10%,55.90%,5.91,B (3.26),B- (2.76)
"Schroeder, Julian I",BILD 2 - Multicellular Life (B),SP14,200,71,89.60%,80.60%,5.93,B (3.27),B (3.16)
"Strause, Linda G.",BILD 22 - Human Nutrition (A),SP14,315,149,95.80%,95.10%,3.62,B+ (3.60),B+ (3.41)
"Reuther, Keefe",BILD 3 - Organismic&Evolutionary Biol (A),SP14,378,154,91.70%,95.10%,4.75,B (3.22),B- (2.78)
"Mel, Stephanie","BILD 60 - Race, Ethnicity, Gender in Bio (A)",SP14,20,11,100.00%,100.00%,1.1,N/A,N/A
"Bier, Ethan",BILD 7 - The Beginning of Life (A),SP14,85,27,92.30%,88.50%,4.12,B+ (3.43),B- (2.98)
"Yanofsky, Martin F.",BILD 7 - The Beginning of Life (A),SP14,86,25,92.00%,96.00%,3.94,B+ (3.57),B- (2.98)
"Saier, Milton H.",BILD 87 - Freshman Seminar (A),SP14,15,10,90.00%,100.00%,0.5,A (4.00),N/A
"Woodruff, David S",BILD 87 - Freshman Seminar (B),SP14,20,13,100.00%,100.00%,2.04,N/A,N/A
"Nieh, James Charles",BILD 87 - Freshman Seminar (C),SP14,9,3,100.00%,100.00%,0.5,A (4.00),N/A
"Chilukuri, Lakshmi N",BILD 91 - Biol Freshm/Strategies/Success (A),SP14,13,7,85.70%,100.00%,0.5,N/A,N/A
"Pruneda-Paz, Jose L.",BIMM 100 - Molecular Biology (A),SP14,271,94,92.40%,79.30%,5.39,B+ (3.48),B- (2.72)
"Dunbar, Tiffany L",BIMM 101 - Recombinant DNA Techniques (A),SP14,101,101,97.00%,98.00%,5.37,B+ (3.42),B (3.29)
"Butler, Madeline",BIMM 101 - Recombinant DNA Techniques (B),SP14,36,15,84.60%,100.00%,3.83,B+ (3.62),B+ (3.57)
"Tour, Ella",BIMM 101 - Recombinant DNA Techniques (C),SP14,50,19,100.00%,87.50%,8.25,A- (3.75),B (3.26)
"Clemmons, Alexa Watson",BIMM 101 - Recombinant DNA Techniques (D),SP14,35,34,100.00%,100.00%,5.21,B+ (3.70),B+ (3.31)
"Clark, Dan",BIMM 101 - Recombinant DNA Techniques (E),SP14,46,43,97.70%,100.00%,6.27,B+ (3.68),B+ (3.66)
"Niwa, Maho",BIMM 110 - Molecular Basis/Human Disease (A),SP14,73,66,98.50%,84.80%,6.03,B+ (3.47),B (3.17)
"Chilukuri, Lakshmi N",BIMM 121 - Laboratory in Microbiology (A),SP14,45,19,77.80%,94.40%,8.38,B (3.29),B (3.10)
"Gustafson-Brown, Cindy",BIMM 121 - Laboratory in Microbiology (B),SP14,77,63,88.90%,93.70%,8.21,B (3.27),B (3.09)
"Bennett, Eric J",BIMM 134 - Biology of Cancer (A),SP14,52,33,96.90%,93.80%,5.4,B (3.24),C+ (2.42)
"Baker, Timothy Stanley",BIMM 164 - Structural Biology of Viruses (A),SP14,5,3,100.00%,33.30%,5.17,B+ (3.67),N/A
"Butler, Madeline",BIMM 171B - Genomics Research Init Lab II (A),SP14,23,11,100.00%,100.00%,1.5,A- (3.90),A- (3.88)
"Wang, Wei",No CAPEs submitted,SP14,1,0,N/A,N/A,N/A,N/A,N/A
"Do, Long Hoang",BIMM 185 - Bioinformatics Lab (Advanced) (A),SP14,27,7,85.70%,100.00%,9.64,B+ (3.57),B+ (3.45)
"Allen, Eric",BIMM 194 - Adv Topics-Molecular Bio (A),SP14,40,15,93.30%,100.00%,2.23,A- (3.71),A (4.00)
"French, Kathleen Ann",BIPN 100 - Human Physiology I (A),SP14,131,38,83.30%,77.80%,8.04,B (3.24),C+ (2.47)
"Bloodgood, Brenda Laurie",BIPN 100 - Human Physiology I (B),SP14,180,162,91.30%,87.60%,7.98,B (3.14),B- (2.83)
"Fortes, P. A. George",BIPN 102 - Human Physiology II (A),SP14,151,53,92.50%,75.50%,7,B+ (3.58),B- (2.96)
"Armour, Jon Christopher",BIPN 105 - Animal Physiology Lab (A),SP14,101,28,75.00%,89.30%,11.36,B (3.21),B (3.11)
"Bier, Ethan",BIPN 144 - Developmental Neurobiology (A),SP14,274,88,93.80%,93.80%,5.77,B+ (3.56),B (3.15)
"Sejnowski, Terrence J",BIPN 146 - Computational Neurobiology (A),SP14,38,15,76.90%,61.50%,7.27,B+ (3.46),B+ (3.41)
"Huberman, Andrew David",BIPN 152 - Healthy and Diseased Brain (A),SP14,170,63,86.70%,91.70%,4.57,B+ (3.69),B+ (3.48)
"Malinow, Roberto",BIPN 194 - Adv Topics-Phys/Neuro (A),SP14,18,8,100.00%,100.00%,3.5,A (4.00),N/A
"French, Kathleen Ann",BISP 170 - Bioscholars Seminar (A),SP14,16,6,100.00%,100.00%,2.17,A (4.00),N/A
"Estelle, Mark",BISP 194 - Adv Topics in Modern Biology (A),SP14,34,10,87.50%,100.00%,4.5,B+ (3.43),A (4.00)
"Patrick, Gentry",BISP 194 - Adv Topics in Modern Biology (B),SP14,36,15,86.70%,93.30%,2.64,A- (3.93),A- (3.79)
