Instructor,Course,Term,Enroll,Evals Made,Rcmnd Class,Rcmnd Instr,Study Hrs/wk,Avg Grade Expected,Avg Grade Received
"Radcliff, Pamela B.",HIEU 151GS - Spain Since 1808 (A),S115,24,12,90.90%,100.00%,8.86,A- (3.73),A- (3.75)
"Patterson, Patrick H.",HIEU 153 - Topics/Modern European History (A),S115,14,12,100.00%,100.00%,9.33,B+ (3.64),N/A
"Pina, Ulices",HILA 113 - Lord&Peasant in Latin America (A),S115,11,5,100.00%,100.00%,9.5,A- (3.75),N/A
"Klann, Mary Cameron",HILD 2C - United States History (A),S115,24,12,90.90%,100.00%,6.5,A- (3.75),B+ (3.55)
"Gutierrez, David G",HILD 7C - Race & Ethnicity/United States (A),S115,43,9,100.00%,100.00%,6.25,B (3.25),B+ (3.55)
"Hineline, Mark Lawrence",HISC 105 - History of Environmentalism (A),S115,19,7,100.00%,100.00%,2.21,B+ (3.57),N/A
"McGovern, William Patrick",HITO 126 - A History of Childhood (A),S115,23,15,100.00%,100.00%,6.5,B+ (3.67),B+ (3.38)
"Schneewind, Sarah",HIEA 129 - Faces of the Chinese Past (A),SP15,20,16,100.00%,87.50%,8.25,B (3.23),B- (2.98)
"Pickowicz, Paul G.",HIEA 133 - 20th C China/Cultural History (A),SP15,36,13,100.00%,100.00%,6.17,B+ (3.69),A- (3.81)
"Lu, Weijing",HIEA 138 - Women & the Chinese Revolution (A),SP15,21,10,88.90%,88.90%,5.83,B+ (3.57),B- (2.79)
"Kim, Han Sang","HIEA 151 - The Two Koreas, 1945-Prsent (A)",SP15,46,15,71.40%,64.30%,4.79,B+ (3.31),B+ (3.52)
"Schneewind, Sarah",HIEA 166 - Creating Ming Histories (A),SP15,9,6,100.00%,100.00%,7.3,B+ (3.60),N/A
"Frolich, Margrit Luise",HIEU 145 - The Holocaust as Public Histry (A),SP15,76,25,87.00%,82.60%,5.2,B+ (3.35),B+ (3.52)
"Davis, Andrea R","HIEU 146 - Fascism,Communism 1919-1945 (A)",SP15,65,21,90.00%,80.00%,4.39,B+ (3.61),B+ (3.30)
"Radcliff, Pamela B.",HIEU 149 - Women in Europe: 1870-Present (A),SP15,84,41,82.90%,85.40%,4.92,B (3.21),B (3.11)
"Biess, Frank Peter",HIEU 154 - Mod German/Bismarck to Hitler (A),SP15,96,71,95.80%,97.20%,5.66,B+ (3.48),B (3.30)
"Watts, Edward J.",HIEU 161 - Topics in Roman History (A),SP15,12,3,100.00%,100.00%,5.83,A (4.00),N/A
"Caciola, Nancy A",HIEU 163 - Special Topics/Medievl History (A),SP15,11,2,0.00%,0.00%,14.5,B (3.00),N/A
"Hertz, Deborah",HIEU 176 - Politics in the Jewish Past (A),SP15,6,3,100.00%,100.00%,9.83,B+ (3.67),N/A
"Monteon, Michael P.",HILA 102 - Latin America/Twentieth Centry (A),SP15,37,14,84.60%,84.60%,4.14,B (3.00),B (3.06)
"Monteon, Michael P.",HILA 114 - Dictatorship in Latin America (A),SP15,32,11,63.60%,63.60%,4.1,A- (3.86),B+ (3.60)
"Hunefeldt, Christine",No CAPEs submitted,SP15,2,0,N/A,N/A,N/A,N/A,N/A
"Hunefeldt, Christine",HILA 164 - Women's Work & Family Life (A),SP15,2,1,100.00%,0.00%,4.5,A (4.00),N/A
"Van Young, Eric",HILD 14 - Film & History in Latin Amer (A),SP15,62,14,83.30%,83.30%,2.5,B (3.17),B (3.01)
"Hendrickson, Gerald M.",HILD 2C - United States History (A),SP15,187,133,95.50%,100.00%,3.84,B+ (3.53),B (3.26)
"Fuste, Jose Ignacio",HILD 7C - Race & Ethnicity/United States (A),SP15,378,127,82.80%,90.20%,4.93,B+ (3.47),B+ (3.38)
"Propp, William Henry",HINE 104 - Sex in the Bible (A),SP15,25,18,72.20%,55.60%,5.61,B (3.13),B (3.04)
"Gheissari, Ali",HINE 126 - Iranian Revolutn Hist Perspctv (A),SP15,38,17,82.40%,88.20%,5.44,B+ (3.38),B+ (3.31)
"Provence, Michael",HINE 165 - Colonial Mandates/Middle East (A),SP15,10,4,100.00%,100.00%,13.5,B+ (3.50),N/A
"Goodblatt, David",HINE 170 - Special Tops/Jewish History (A),SP15,10,3,100.00%,100.00%,4.5,B (3.00),N/A
"Gere, Catherina M.",HISC 108 - Life Sciences in 20th Century (A),SP15,71,32,96.60%,100.00%,3.43,A- (3.74),B+ (3.43)
"Westman, Robert S",HISC 110 - Hist. Encounters/Sci.&Religion (A),SP15,47,13,53.80%,38.50%,5.17,B (3.00),B- (2.90)
"Herbst, Matthew",HITO 124 - Mystical Traditions (A),SP15,26,15,92.90%,100.00%,4.79,B+ (3.45),B (3.02)
"Propp, William Henry",HITO 124 - Mystical Traditions (A),SP15,26,14,92.90%,85.70%,4.79,B+ (3.45),B (3.02)
"Kwak, Nancy",HITO 192 - Senior Seminar in History (A),SP15,11,7,100.00%,100.00%,1.83,N/A,N/A
"Biess, Frank Peter",HITO 192 - Senior Seminar in History (B),SP15,13,4,100.00%,100.00%,2,N/A,N/A
"Johnson, Monte",HITO 87 - Freshman Seminar (B),SP15,5,2,50.00%,100.00%,0.5,N/A,N/A
"Schneewind, Sarah",HITO 87 - Freshman Seminar (B),SP15,5,2,50.00%,50.00%,0.5,N/A,N/A
"Patterson, Patrick H.",HITO 87 - Freshman Seminar (C),SP15,9,6,100.00%,100.00%,3.17,N/A,N/A
"Patterson, Patrick H.",HITO 87 - Freshman Seminar (D),SP15,7,5,100.00%,100.00%,2.1,N/A,N/A
"Sine, Elizabeth E","HIUS 114B - California Hist., 1850-Present (A)",SP15,35,30,76.70%,80.00%,5.1,B (3.26),B+ (3.30)
"Klein, Rachel",HIUS 130 - Cultural Hist/1607-1865 (A),SP15,65,21,90.00%,90.00%,4.3,B+ (3.40),B (3.09)
"Klein, Rachel",HIUS 131 - Cultural Hist/1865-1917 (A),SP15,59,22,100.00%,100.00%,5.17,B+ (3.56),B (3.22)
"Hendrickson, Gerald M.",HIUS 186 - Topics in U.S. Economic Histry (A),SP15,13,9,100.00%,100.00%,8.28,B+ (3.56),N/A
"Lu, Weijing",HIEA 137 - Women & Family/Chinese History (A),WI15,46,20,73.70%,78.90%,4.5,B+ (3.53),B- (2.83)
"Henry, Todd A.","HIEA 150 - Modern Korea, 1800-1945 (A)",WI15,51,36,100.00%,97.10%,4.96,B (3.23),B (3.05)
"Lu, Weijing",HIEA 171 - Society & Culture/Premod China (A),WI15,7,2,100.00%,100.00%,6.5,B (3.00),N/A
"Kim, Han Sang",HIEA 180 - Topics/Modern Korean History (A),WI15,4,1,100.00%,100.00%,4.5,A (4.00),N/A
"Watts, Edward J.",HIEU 102 - Roman History (A),WI15,112,38,100.00%,100.00%,4.45,B+ (3.45),B (3.26)
"Edelman, Robert S.",HIEU 127 - Sport in the Modern World (A),WI15,58,20,89.50%,84.20%,3.87,B+ (3.69),B+ (3.38)
"Hughes, Judith M.",HIEU 141 - Eur Diplomatic Hist 1870-1945 (A),WI15,18,9,88.90%,66.70%,7.39,B+ (3.56),N/A
"Frolich, Margrit Luise",HIEU 144 - Topics in European History (A),WI15,65,23,95.20%,95.20%,5.07,A- (3.70),B+ (3.68)
"Caciola, Nancy A",HIEU 144 - Topics in European History (B),WI15,26,9,88.90%,100.00%,7.17,A- (3.71),B (3.26)
"Edelman, Robert S.",No CAPEs submitted,WI15,3,0,N/A,N/A,N/A,N/A,N/A
"Gallant, Thomas W.",HIEU 183 - Social Hist/Mediterranean (A),WI15,12,2,100.00%,100.00%,7.5,B (3.00),N/A
"Hunefeldt, Christine",HILA 101 - Lat Amer Independnce 1810-1898 (A),WI15,19,10,66.70%,66.70%,4.72,B (3.17),N/A
"Vitz, Matthew",HILA 132 - History of Contemporary Mexico (A),WI15,55,26,86.40%,86.40%,3.77,B+ (3.53),B+ (3.35)
"Vitz, Matthew",HILA 162 - Special Topics/Latin Amer Hist (A),WI15,3,3,100.00%,100.00%,8.5,N/A,N/A
"Van Young, Eric",No CAPEs submitted,WI15,1,0,N/A,N/A,N/A,N/A,N/A
"Klein, Rachel",HILD 2B - United States History (A),WI15,186,83,93.70%,94.90%,4.21,B+ (3.56),B+ (3.38)
"Kim, Gloria",HILD 7B - Race & Ethnicity/United States (A),WI15,345,145,89.00%,89.00%,3.74,B+ (3.46),B (3.25)
"Goodblatt, David",HINE 103 - The Jewish Diaspora/Antiquity (A),WI15,17,8,100.00%,100.00%,3.5,B+ (3.40),N/A
"Provence, Michael",HINE 116 - Mid East/Age of Euro Empires (A),WI15,30,10,100.00%,100.00%,5.1,B+ (3.67),B+ (3.53)
"Provence, Michael",HINE 120 - Middle East in the New Century (A),WI15,46,17,93.80%,87.50%,5.3,B+ (3.54),B+ (3.54)
"Westman, Robert S",HISC 106 - The Scientific Revolution (A),WI15,46,16,93.80%,87.50%,4.63,B (3.11),B- (2.96)
"Gere, Catherina M.",HISC 115 - History Modern Medicine (A),WI15,100,37,100.00%,100.00%,3.47,B+ (3.69),B+ (3.41)
"Gere, Catherina M.",No CAPEs submitted,WI15,4,0,N/A,N/A,N/A,N/A,N/A
"Hertz, Deborah",HITO 106 - Love & Family in Jewish Past (A),WI15,11,10,88.90%,88.90%,5.17,B+ (3.33),N/A
"Patterson, Patrick H.",HITO 119 - Human Rights I: Introduction (A),WI15,8,3,100.00%,100.00%,6.5,B+ (3.50),N/A
"Henry, Todd A.",HITO 165 - Topics-LGBT History (A),WI15,7,1,100.00%,100.00%,4.5,A (4.00),N/A
"Hanna, Mark G.",HITO 178 - Hist of Seafaring/Age of Sail (A),WI15,13,6,100.00%,100.00%,6.5,B+ (3.33),N/A
"Prestholdt, Jeremy",HITO 87 - Freshman Seminar (A),WI15,10,6,80.00%,100.00%,1.7,A (4.00),N/A
"Hanna, Mark G.",HITO 87 - Freshman Seminar (B),WI15,12,5,100.00%,100.00%,0.9,A (4.00),N/A
"Gutierrez, David G",HIUS 113 - History of Mexican America (A),WI15,66,21,78.90%,78.90%,4.17,B+ (3.67),B (3.10)
"Murillo, Dana V.",HIUS 114 - California History (A),WI15,48,15,86.70%,86.70%,4.9,B+ (3.64),B (3.12)
"Zollman, Joellyn",HIUS 118 - How Jews Became American (A),WI15,8,3,100.00%,100.00%,4.5,B+ (3.67),N/A
"Molina, Natalia Margarita",HIUS 129 - Race/Ethnicity-American Cities (A),WI15,9,5,100.00%,100.00%,4.1,B+ (3.40),N/A
"Hanna, Mark G.",HIUS 133 - The Golden Age of Piracy (A),WI15,146,64,95.20%,93.70%,3.7,B+ (3.35),B (3.27)
"Hendrickson, Gerald M.",HIUS 145 - From New Era to New Deal (A),WI15,40,19,94.40%,100.00%,4.28,B+ (3.44),B+ (3.34)
"Nelson, Kristopher",HIUS 151 - American Legal History 1865-P (A),WI15,41,7,85.70%,85.70%,4.5,B+ (3.43),B- (2.98)
"Prestholdt, Jeremy",HIAF 111 - Modern Africa Since 1880 (A),FA14,67,34,96.90%,96.90%,4.11,B+ (3.58),B+ (3.40)
"Schneewind, Sarah",HIEA 122 - Late Imperl Chin Cult&Society (A),FA14,22,13,69.20%,76.90%,10.65,B+ (3.33),B (3.13)
"Gerth, Karl G.",HIEA 140 - China Contemporary World (A),FA14,34,16,100.00%,85.70%,7.42,B+ (3.45),B+ (3.67)
"Henry, Todd A.",HIEA 153 - Social&Cultural Hist/20c Korea (A),FA14,52,24,95.50%,95.50%,6.69,B+ (3.63),B+ (3.42)
"Cahill, Suzanne",HIEA 168 - T/Classical&Medieval Chinese H (A),FA14,7,6,80.00%,100.00%,9.7,B (3.25),N/A
"Caciola, Nancy A",HIEU 111 - Europe in the Middle Ages (A),FA14,43,18,85.70%,85.70%,4.07,B (3.00),B- (2.99)
"Strasser, Ulrike",HIEU 144 - Topics in European History (A),FA14,33,12,90.90%,90.90%,2.9,B+ (3.67),B (3.07)
"Hughes, Judith M.",HIEU 150 - Modern British History (A),FA14,27,9,100.00%,87.50%,6,B+ (3.38),B- (2.92)
"Edelman, Robert S.",HIEU 156 - Hist. Soviet Union 1905-1991 (A),FA14,60,26,92.00%,72.00%,4.1,B (3.29),B+ (3.34)
"Murillo, Dana V.",HILA 100 - Conquest/Empire: The Americas (A),FA14,39,14,92.30%,92.30%,8.35,B+ (3.64),B (3.24)
"Widener, Daniel",HILA 122 - ColonyToSocialistRepublic:Cuba (A),FA14,54,24,87.00%,91.30%,4.23,A- (3.85),A- (3.84)
"Vitz, Matthew",HILA 131 - History of Mexico:1821-1924 (A),FA14,61,22,94.40%,100.00%,4.83,B+ (3.53),B (3.25)
"Vitz, Matthew Werner",HILA 131 - History of Mexico:1821-1924 (A),FA14,60,22,94.40%,100.00%,4.83,B+ (3.53),N/A
"Van Young, Eric",No CAPEs submitted,FA14,1,0,N/A,N/A,N/A,N/A,N/A
"Hanna, Mark G.",HILD 2A - United States History (A),FA14,186,103,90.70%,97.70%,4.59,B+ (3.44),B+ (3.48)
"Gere, Catherina M.",HILD 30 - History of Public Health (A),FA14,136,50,86.40%,93.20%,3.8,B+ (3.40),B+ (3.45)
"Graham, Jessica Lynn",HILD 7A - Race & Ethnicity/United States (A),FA14,429,156,77.20%,93.10%,5.11,B+ (3.38),B (3.08)
"Kayali, Hasan",HINE 114 - History/Islamic Middle East (A),FA14,58,27,92.30%,96.20%,5.73,B+ (3.54),B (3.26)
"Provence, Michael",HINE 119 - U.S. Mid-East Policy-Post WWII (A),FA14,59,27,88.90%,77.80%,5.46,B+ (3.62),B+ (3.47)
"Golan, Tal",HISC 107 - Emergence of Modern Science (A),FA14,52,23,77.30%,86.40%,5.86,B (3.13),B (3.04)
"Goodblatt, David",HITO 104 - Jews & Judaism/Ancient&Medievl (A),FA14,18,11,72.70%,81.80%,5.05,B (3.09),N/A
"Hanna, Mark G.",HITO 87 - Freshman Seminar (A),FA14,19,12,100.00%,100.00%,2.5,N/A,N/A
"Prestholdt, Jeremy",HITO 87 - Freshman Seminar (B),FA14,9,6,100.00%,100.00%,1.5,A (4.00),N/A
"Golan, Tal",HITO 87 - Freshman Seminar (C),FA14,18,8,75.00%,75.00%,0.75,N/A,N/A
"Plant, Rebecca Jo",HIUS 144 - Topics in U.S. History (A),FA14,65,24,100.00%,100.00%,5.75,A- (3.74),B+ (3.63)
"Alvarez, Luis A","HIUS 146 - Race, Riots & Violence in U.S. (A)",FA14,113,40,85.00%,90.00%,4.04,B+ (3.36),B (3.16)
"Plant, Rebecca Jo",HIUS 156 - American Women/Amern Womanhood (A),FA14,49,20,94.70%,94.70%,4.61,A- (3.72),B+ (3.34)
"Frank, Ross H.",HIUS 158 - Social & Econ Hist/Southwest I (A),FA14,22,15,64.30%,78.60%,6.07,B (3.22),B+ (3.46)
"Gutierrez, David G",HIUS 180 - Immigration&Ethnicity/Amer Soc (A),FA14,14,5,100.00%,100.00%,8,B+ (3.50),N/A
"Cahill, Suzanne",HIEA 126 - The Silk Road (A),S214,21,2,100.00%,100.00%,7.5,B+ (3.50),B- (2.93)
"Cahill, Suzanne",HIEA 128 - History/Material Culture China (A),S214,20,4,100.00%,100.00%,5,B (3.25),B (3.20)
"Zroka, Amy Liane",HIEU 128 - Europe since 1945 (A),S214,21,10,90.00%,100.00%,5.5,A- (3.75),B+ (3.37)
"Hillman, Susanne",HIEU 144 - Topics in European History (A),S214,23,14,92.90%,100.00%,6.5,B (3.23),B (3.12)
"Patterson, Patrick H.",HIEU 153 - Topics/Modern European History (A),S214,18,12,100.00%,100.00%,6.5,B+ (3.64),N/A
"Monteon, Michael P.",HILA 103 - Revolution/Modern Latin Americ (A),S214,9,3,100.00%,100.00%,11.83,B+ (3.67),N/A
"Monteon, Michael P.",HILD 14 - Film & History in Latin Amer (A),S214,24,8,85.70%,57.10%,4.83,B+ (3.50),B (3.14)
"Herbst, Matthew",HITO 124 - Mystical Traditions (A),S214,10,8,100.00%,100.00%,9.75,B (3.00),N/A
"Widener, Daniel",HIUS 114 - California History (A),S214,34,11,100.00%,90.90%,5.59,B+ (3.60),A- (3.75)
"Widener, Daniel",HIUS 122 - History & Hollywood (A),S214,40,8,100.00%,100.00%,5.93,B+ (3.50),B+ (3.43)
"Vandevelde, Kenneth Joseph",HIUS 152A - Constitutional Hist/US to 1865 (A),S214,14,6,100.00%,100.00%,4.9,B (3.25),N/A
"Reynolds, Edward",HIAF 111 - Modern Africa Since 1880 (A),S114,10,2,100.00%,100.00%,5.5,A (4.00),N/A
"Reynolds, Edward",HIAF 120 - History of South Africa (A),S114,6,1,100.00%,100.00%,8.5,A (4.00),N/A
"O'Keefe, Amy Merrill",HIEA 131 - China/War & Revolution 1911-49 (A),S114,13,11,100.00%,100.00%,5.59,A- (3.70),N/A
"Herbst, Matthew",HIEA 139GS - Intro Southeast Asia 800-1900 (A),S114,15,15,100.00%,100.00%,8.77,B (3.27),N/A
"Miano, David Ringo",HIEU 105 - The Early Christian Church (A),S114,16,3,66.70%,100.00%,7.83,B+ (3.50),N/A
"Miano, David Ringo",HIEU 108S - Sex & Romance/ Ancient World (A),S114,24,8,83.30%,100.00%,4.17,A- (3.83),C+ (2.50)
"Gallant, Thomas W.",HIEU 117GS - Tradtl Greek Society:Ethnogrph (A),S114,25,4,100.00%,100.00%,4,A (4.00),A- (3.73)
"Chodorow, Stanley A.",HIEU 124GS - The City In Italy (A),S114,23,3,100.00%,100.00%,7.83,C+ (2.67),B- (2.80)
"Hillman, Susanne","HIEU 129 - Paris, Past and Present (A)",S114,24,18,100.00%,100.00%,5.56,B+ (3.53),B (3.08)
"Long, Robert L",HIEU 144 - Topics in European History (A),S114,7,6,100.00%,100.00%,4.17,B+ (3.60),N/A
"Patterson, Patrick H.",HIEU 153 - Topics/Modern European History (A),S114,16,14,100.00%,100.00%,7.5,B+ (3.57),N/A
"Strom, Megan C.",HILA 114 - Dictatorship in Latin America (A),S114,8,7,71.40%,100.00%,6.79,B+ (3.50),N/A
"Rios, Gerardo",HILA 131 - History of Mexico:1821-1924 (A),S114,12,3,100.00%,100.00%,15.17,B+ (3.50),N/A
"Shrader, James H",No CAPEs submitted,S114,4,0,N/A,N/A,N/A,N/A,N/A
"Avitia, Mayra Alejandra",HILD 7C - Race & Ethnicity/United States (A),S114,47,15,66.70%,53.30%,3.7,B+ (3.60),B+ (3.48)
"Hineline, Mark Lawrence",HISC 105 - History of Environmentalism (A),S114,16,4,100.00%,100.00%,3.5,A (4.00),N/A
"Golan, Tal",HISC 107 - Emergence of Modern Science (A),S114,8,2,100.00%,100.00%,1.5,A (4.00),N/A
"Golan, Tal","HISC 131 - Science, Technology, & Law (A)",S114,7,3,100.00%,66.70%,3.83,A (4.00),N/A
"McGovern, William Patrick",HITO 126 - A History of Childhood (A),S114,21,8,100.00%,75.00%,8.75,B (3.25),B+ (3.65)
"Parrish, Michael E.",No CAPEs submitted,S114,20,0,N/A,N/A,N/A,N/A,N/A
"Patterson, Patrick H.","HITO 156 - Div, Equity, Inclusion US/Eur (A)",S114,15,15,93.30%,100.00%,9.3,B+ (3.62),N/A
"Hineline, Mark Lawrence",HIUS 143 - Built Env 20th Cent. (A),S114,8,6,83.30%,100.00%,4.5,A (4.00),N/A
"Alvarez, Luis A","HIUS 146 - Race, Riots & Violence in U.S. (A)",S114,18,6,100.00%,83.30%,4.9,A (4.00),N/A
"Nelson, Kristopher",HIUS 151 - American Legal History 1865-P (A),S114,11,2,100.00%,100.00%,6.5,A (4.00),N/A
"Alvarez, Luis A",HIUS 155 - Zoot Suit-HipHop:Race-Pop Cult (A),S114,11,2,100.00%,100.00%,6.5,A (4.00),N/A
"Reynolds, Edward",HIAF 123 - W Africa/Earliest Times - 1800 (A),SP14,23,8,100.00%,100.00%,7,A- (3.75),A- (3.77)
"Depies, Gregory J",HIEA 114 - Postwar Japan (A),SP14,59,25,92.00%,92.00%,5.17,B+ (3.32),B- (2.93)
"Cahill, Suzanne",HIEA 128 - History/Material Culture China (A),SP14,31,10,66.70%,66.70%,6.5,B+ (3.43),C+ (2.61)
"Pickowicz, Paul G.",HIEA 132 - Hist/People's Republic/China (A),SP14,61,26,84.00%,88.00%,6.14,A- (3.72),B+ (3.47)
"Cahill, Suzanne",HIEA 135 - Thought&Reli China: Buddhism (A),SP14,24,6,83.30%,66.70%,3.5,B (3.20),B (3.11)
"Lu, Weijing",HIEA 138 - Women & the Chinese Revolution (A),SP14,19,3,100.00%,100.00%,1.83,B (3.00),N/A
"Gerth, Karl G.",HIEA 140 - China Contemporary World (A),SP14,17,8,100.00%,71.40%,5.3,B (3.00),N/A
"Gallant, Thomas W.",HIEU 116C - Greece/Balkans/20th Century (A),SP14,65,16,100.00%,100.00%,4.5,B (3.23),C+ (2.48)
"Hillman, Susanne",HIEU 125 - Reformation Europe (A),SP14,15,5,75.00%,75.00%,3.17,B+ (3.33),N/A
"Schenderlein, Anne Clara",HIEU 128 - Europe since 1945 (A),SP14,70,25,91.70%,95.80%,4.67,B+ (3.32),B (3.27)
"Keller-Lapp, Heidi M.",HIEU 131 - French Revolution 1789-1814 (A),SP14,55,42,88.10%,88.10%,5.82,B+ (3.50),B (3.10)
"Hertz, Deborah",HIEU 132 - Germany From Luther to Bismark (A),SP14,30,10,60.00%,70.00%,4.3,B+ (3.50),B+ (3.47)
"Hughes, Judith M.",HIEU 141 - Eur Diplomatic Hist 1870-1945 (A),SP14,21,9,88.90%,88.90%,6.06,B (3.14),B- (2.99)
"Frolich, Margrit Luise",HIEU 145 - The Holocaust as Public Histry (A),SP14,43,19,94.70%,89.50%,4.62,B+ (3.61),B+ (3.69)
"Watts, Edward J.",HIEU 161 - Topics in Roman History (A),SP14,4,2,100.00%,100.00%,7.5,B+ (3.50),N/A
"Caciola, Nancy A",HIEU 163 - Special Topics/Medievl History (A),SP14,15,7,100.00%,100.00%,7.64,B+ (3.43),N/A
"Edelman, Robert S.",HIEU 178 - Soviet History (A),SP14,10,3,100.00%,100.00%,7.83,B+ (3.67),N/A
"Perez-Herrero, Pedro",HILA 102 - Latin America/Twentieth Centry (A),SP14,28,11,100.00%,90.00%,4.5,A- (3.70),B+ (3.45)
"Shrader, James H",HILA 120 - History of Argentina (A),SP14,21,6,100.00%,100.00%,5.17,B+ (3.33),B (3.12)
"Graham, Jessica Lynn",HILA 121B - History of Brazil 1889-Present (A),SP14,67,18,100.00%,100.00%,4.83,A- (3.71),B+ (3.67)
"Lettieri, Michael Joseph",HILA 132 - History of Contemporary Mexico (A),SP14,35,29,89.70%,96.60%,5.26,B+ (3.48),B+ (3.36)
"Strom, Megan C.",HILA 144 - Topics/Latin American History (A),SP14,4,4,100.00%,100.00%,4,B (3.00),N/A
"Henry, Todd A.",HILD 12 - Twentieth-Century East Asia (A),SP14,102,77,84.40%,93.50%,4.66,B (3.04),B (3.02)
"Van Young, Eric",HILD 14 - Film & History in Latin Amer (A),SP14,57,21,76.20%,81.00%,3.45,B+ (3.64),B+ (3.55)
"Parrish, Michael E.",HILD 2C - United States History (A),SP14,152,47,73.80%,90.50%,3.93,B (3.21),B (3.20)
"Alvarez, Luis A",HILD 7C - Race & Ethnicity/United States (A),SP14,342,136,76.90%,84.30%,4.3,B+ (3.57),B+ (3.53)
"Provence, Michael",HINE 118 - Middle East/Twentieth Century (A),SP14,37,13,91.70%,91.70%,4,B+ (3.40),B+ (3.42)
"Goodblatt, David",HINE 170 - Special Tops/Jewish History (A),SP14,14,3,66.70%,100.00%,7.17,B+ (3.67),N/A
"Golan, Tal",HISC 107 - Emergence of Modern Science (A),SP14,33,9,88.90%,100.00%,4,B+ (3.57),B+ (3.33)
"Petrick, Elizabeth R",HISC 144 - Topics in Science Studies (A),SP14,35,12,100.00%,100.00%,4.67,B+ (3.56),B (3.24)
"Edelman, Robert S.",HITO 155 - Race/Sport/Inequality 20th Cen (A),SP14,33,7,100.00%,60.00%,3.3,A (4.00),B+ (3.46)
"Widener, Daniel",HITO 155 - Race/Sport/Inequality 20th Cen (A),SP14,34,5,100.00%,100.00%,3.3,A- (3.75),B+ (3.46)
"Hanna, Mark G.",HITO 178 - Hist of Seafaring/Age of Sail (A),SP14,13,6,100.00%,100.00%,8.83,A- (3.83),N/A
"Kernell, Samuel H.",HITO 193 - Research Seminar/Washington DC (A),SP14,1,1,0.00%,0.00%,0,N/A,N/A
"Golan, Tal",HITO 87 - Freshman Seminar (A),SP14,8,1,100.00%,100.00%,0.5,N/A,N/A
"Hanna, Mark G.",HIUS 104 - The Revolutionary Atlantic (A),SP14,53,23,95.50%,100.00%,4.4,B+ (3.63),B+ (3.42)
"Klein, Rachel",HIUS 130 - Cultural Hist/1607-1865 (A),SP14,47,18,100.00%,100.00%,6.07,B+ (3.62),B (3.29)
"Klein, Rachel",HIUS 131 - Cultural Hist/1865-1917 (A),SP14,58,24,78.30%,87.00%,4.33,B+ (3.50),B (3.26)
"Gutierrez, David G",HIUS 136 - Citizenship & Civil Rts/20th c (A),SP14,33,11,81.80%,90.90%,5.7,A- (3.75),A- (3.70)
"Belknap, Michal R",HIUS 151 - American Legal History 1865-P (A),SP14,31,8,85.70%,85.70%,5.36,A (4.00),B (3.28)
"Parrish, Michael E.",HIUS 181 - Topics in 20th Century U.S. (A),SP14,10,3,100.00%,100.00%,4.5,B (3.00),N/A
"Prestholdt, Jeremy",HIAF 111 - Modern Africa Since 1880 (A),WI14,41,35,97.10%,100.00%,5.07,B+ (3.53),B+ (3.33)
"Prestholdt, Jeremy",HIAF 113 - SmallWars GloblOrdr/Afrca&Asia (A),WI14,28,21,100.00%,100.00%,2.79,B+ (3.37),B (3.02)
"Depies, Gregory J",HIEA 112 - Japan:Mid-19th C.-US Occupatn (A),WI14,64,30,90.00%,93.30%,5.7,B+ (3.31),B- (2.92)
"Jordan, Jessica",HIEA 113 - Fifteen Yr War/Asia & Pacific (A),WI14,44,12,100.00%,100.00%,6.33,A- (3.70),B (3.18)
"Pickowicz, Paul G.",HIEA 133 - 20th C China/Cultural History (A),WI14,21,10,100.00%,100.00%,7.7,A- (3.90),A- (3.76)
"Cahill, Suzanne",HIEA 136 - Thought/Reli China: Daoism (A),WI14,21,10,66.70%,77.80%,3.5,B (3.00),B (3.01)
"Lu, Weijing",HIEA 137 - Women & Family/Chinese History (A),WI14,28,10,90.00%,90.00%,5.3,B (3.25),B (3.08)
"Henry, Todd A.","HIEA 151 - The Two Koreas, 1945-Prsent (A)",WI14,50,12,90.90%,81.80%,5.59,B+ (3.43),B (3.24)
"Lu, Weijing",HIEA 171 - Society & Culture/Premod China (A),WI14,7,1,100.00%,100.00%,6.5,N/A,N/A
"Caciola, Nancy A",HIEU 115 - The Pursuit of the Millenium (A),WI14,34,19,78.90%,89.50%,3.55,B (3.22),B (3.16)
"Gallant, Thomas W.",HIEU 116B - Greece/Balkans/Age/Nationalism (A),WI14,68,21,100.00%,100.00%,5.26,B (3.29),B- (2.80)
"Hughes, Judith M.",HIEU 136B - Society/Soc Thought 1870-1989 (A),WI14,11,3,100.00%,100.00%,7.17,A (4.00),B (3.14)
"Sage, Michael",HIEU 144 - Topics in European History (A),WI14,48,20,85.00%,85.00%,4.08,B+ (3.67),B+ (3.37)
"Strasser, Ulrike",HIEU 147 - Women&Gender/Early Mod Europe (A),WI14,28,15,100.00%,100.00%,4.93,A- (3.86),B+ (3.48)
"Edelman, Robert S.",HIEU 156 - Hist. Soviet Union 1905-1991 (A),WI14,44,9,100.00%,88.90%,5.83,B (3.29),B+ (3.36)
"Hertz, Deborah",HIEU 158 - Why Hitler? How Auschwitz? (A),WI14,114,69,87.00%,79.70%,5.49,B+ (3.46),B+ (3.38)
"Watts, Edward J.",HIEU 161 - Topics in Roman History (B),WI14,13,6,83.30%,100.00%,6.5,B+ (3.50),A- (3.78)
"Strasser, Ulrike",No CAPEs submitted,WI14,2,0,N/A,N/A,N/A,N/A,N/A
