Instructor,Course,Term,Enroll,Evals Made,Rcmnd Class,Rcmnd Instr,Study Hrs/wk,Avg Grade Expected,Avg Grade Received
"Rickard, Timothy C.",PSYC 60 - Introduction to Statistics (B),FA15,264,122,81.20%,70.90%,5.15,B (3.27),C+ (2.65)
"Lowe, Angela Beth",PSYC 7 - Gen Psych:Developmental Fndtns (A),FA15,357,169,94.00%,95.80%,3.39,B+ (3.60),B (3.15)
"Christenfeld, Nicholas",PSYC 87 - Freshman Seminar (A),FA15,9,5,100.00%,75.00%,0.5,N/A,N/A
"Gorman, Michael R.",PSYC 87 - Freshman Seminar (B),FA15,10,7,100.00%,100.00%,1.17,A (4.00),N/A
"Mac Leod, Donald I.",PSYC 90 - Undergraduate Seminar (A),FA15,23,12,100.00%,100.00%,0.5,A (4.00),N/A
"Vul, Edward",PSYC 99 - Independent Study (A),FA15,1,1,100.00%,100.00%,4.5,N/A,N/A
"Henniger, Nicole Elizabeth",PSYC 1 - Psychology (A),S215,90,39,94.60%,100.00%,5.26,A- (3.90),B+ (3.55)
"Winward, Jennifer Laven",PSYC 101 - Intro/Developmental Psychology (A),S215,44,35,85.70%,88.60%,5.76,B+ (3.31),B- (2.92)
"Juavinett, Ashley Lauren",PSYC 103 - Intro/Principles of Behavior (A),S215,30,6,60.00%,80.00%,5.3,B (3.00),B+ (3.32)
"Christenfeld, Nicholas",PSYC 130 - Delay of Gratification (A),S215,25,5,100.00%,100.00%,8.5,B+ (3.60),B+ (3.52)
"Christenfeld, Nicholas",PSYC 157 - Happiness (A),S215,37,13,92.30%,92.30%,6.04,B+ (3.50),B+ (3.42)
"Wilis, Jarryd T",PSYC 158 - Interpersonal Relationships (A),S215,81,25,96.00%,96.00%,4.98,B+ (3.43),B+ (3.69)
"Wixted, John T",PSYC 162 - Psychology and the Law (A),S215,18,4,100.00%,100.00%,5.5,B+ (3.50),N/A
"Collett, Marta S",PSYC 171 - Neurobiology-Learning & Memory (A),S215,15,15,100.00%,100.00%,7.43,B+ (3.47),N/A
"Stolarz-Fantino, Stephanie",PSYC 173 - Psychology of Food & Behavior (A),S215,25,16,93.80%,87.50%,4.75,B+ (3.38),B- (2.99)
"Schlosburg, Joel Evan","PSYC 179 - Drugs,Addiction&Mental Disordr (A)",S215,33,16,100.00%,93.80%,5.13,B (3.25),B- (2.86)
"Anagnostaras, Stephan",PSYC 181 - Drugs And Behavior (A),S215,77,49,95.90%,89.80%,4.83,A- (3.77),B (3.23)
"Blumenthal, Emily Jeanne",PSYC 190 - Parenting (A),S215,54,50,97.90%,100.00%,4.88,B+ (3.65),B+ (3.38)
"Rickard, Timothy C.",PSYC 191 - Psychology of Sleep (A),S215,18,4,75.00%,100.00%,3.5,A- (3.75),N/A
"Albright, Thomas D",PSYC 2 - Gen Psych:Biological Foundatns (A),S215,55,22,94.70%,94.70%,7.66,B+ (3.39),B- (2.77)
"Raiewski, Evan Eric",PSYC 60 - Introduction to Statistics (A),S215,44,41,85.00%,85.00%,6.05,B+ (3.39),B+ (3.32)
"Blumenthal, Emily Jeanne",PSYC 7 - Gen Psych:Developmental Fndtns (A),S215,35,26,100.00%,100.00%,6.1,A- (3.71),B (3.28)
"Lowe, Angela Beth",PSYC 105 - Introduction/Cognitive Psych (A),S115,35,10,88.90%,100.00%,8.5,B (3.11),B (3.12)
"Gorman, Michael R.",PSYC 106 - Introduction/Physiological Psy (A),S115,29,25,96.00%,96.00%,7.06,B (3.00),B- (2.80)
"Winward, Jennifer Laven",PSYC 107 - Lab/Substance Abuse Research (A),S115,14,8,100.00%,100.00%,3.75,A (4.00),N/A
"Kaye, Walter H.",PSYC 134 - Eating Disorders (A),S115,56,21,100.00%,100.00%,5.13,A- (3.78),B (3.11)
"Yang, Dorothy Daw-Shin",PSYC 136 - Cognitive Development (A),S115,20,4,100.00%,75.00%,6.5,A- (3.75),B (3.04)
"Edelman, David B",PSYC 142 - Psychology of Consciousness (A),S115,21,8,87.50%,100.00%,4,A- (3.80),B (3.12)
"Wixted, John T",PSYC 144 - Memory and Amnesia (A),S115,35,10,100.00%,100.00%,5.83,B+ (3.33),B+ (3.30)
"Oliver, Taylor",PSYC 147 - Gender (A),S115,43,12,90.90%,81.80%,5.59,B+ (3.36),B (3.09)
"Morland, Leslie Ann",PSYC 154 - Behavior Modification (A),S115,16,13,100.00%,92.30%,6.04,A- (3.75),N/A
"Stretch, Vincent Patrick",PSYC 163 - Abnormal Psychology (A),S115,27,3,100.00%,100.00%,6.5,B (3.00),B- (2.74)
"Stretch, Vincent Patrick",PSYC 164 - Criminology (A),S115,14,4,100.00%,100.00%,3,B (3.00),N/A
"Lapidis, Rachael Lynn",PSYC 168 - Psychological Disorders/Child (A),S115,56,43,97.60%,97.60%,5.12,B+ (3.45),B- (2.91)
"Ramachandran, Vilayanur S",PSYC 169 - Brain Damage & Mental Function (A),S115,31,7,100.00%,85.70%,3.64,B+ (3.57),C+ (2.47)
"Gorman, Michael R.",PSYC 172 - Psychology of Human Sexuality (A),S115,20,7,100.00%,85.70%,5.36,B+ (3.57),B+ (3.37)
"Mc Kenzie, Craig R.M.",PSYC 176 - Creativity (A),S115,36,14,100.00%,92.30%,6.5,B+ (3.55),B+ (3.47)
"Anagnostaras, Stephan",PSYC 181GS - Drugs and Behavior (A),S115,27,26,100.00%,100.00%,4.19,A- (3.80),B+ (3.49)
"Anagnostaras, Stephan",PSYC 193GS - Special Topics in Psychology (A),S115,27,26,96.20%,96.20%,3.5,A- (3.84),A- (3.72)
"Winward, Jennifer Laven",PSYC 4 - General Psychology: Behavioral (A),S115,85,28,96.20%,88.50%,5.62,B+ (3.63),B (3.06)
"Hoffman, Drew Ellen",PSYC 60 - Introduction to Statistics (A),S115,66,46,93.50%,93.50%,5.74,B+ (3.54),B- (2.98)
"Sousa, Margarette Pamela-Burd",PSYC 1 - Psychology (A),SP15,276,106,86.10%,89.10%,4.52,B+ (3.57),B- (2.96)
"Winward, Jennifer Laven",PSYC 101 - Intro/Developmental Psychology (A),SP15,115,49,93.60%,91.50%,4.94,B (3.26),B- (2.91)
"Serences, John Thomas",PSYC 102 - Intro/Sensation & Perception (A),SP15,304,111,85.70%,94.30%,4.52,B+ (3.42),B+ (3.34)
"Schlosburg, Joel Evan",PSYC 103 - Intro/Principles of Behavior (A),SP15,217,84,66.30%,61.40%,5.02,B (3.14),B- (2.81)
"Christenfeld, Nicholas",PSYC 104 - Introduction/Social Psychology (A),SP15,136,68,95.50%,86.60%,4.2,B (3.27),B- (2.93)
"Gremel, Christina M",PSYC 106 - Introduction/Physiological Psy (A),SP15,118,89,73.60%,65.50%,5.49,B (3.05),C+ (2.66)
"Townsend, Andrea Spadoni",PSYC 107 - Lab/Substance Abuse Research (A),SP15,25,8,100.00%,100.00%,4.25,A- (3.88),A- (3.78)
"Raiewski, Evan Eric",PSYC 111B - Research Methods II (B),SP15,25,16,66.70%,6.70%,4.5,B+ (3.53),B+ (3.38)
"Winkielman, Piotr",PSYC 114 - Lab/Psychophysiological Persp (A),SP15,21,6,100.00%,100.00%,3.17,A- (3.83),B+ (3.31)
"Bajic, Daniel Andrew",PSYC 117 - Psyc Project Lab (A),SP15,38,16,92.90%,64.30%,3.07,A- (3.93),A- (3.93)
"Ramachandran, Vilayanur S",PSYC 129 - The Logic of Perception (A),SP15,37,8,100.00%,100.00%,4,B+ (3.38),B (3.18)
"Kaye, Walter H.",PSYC 134 - Eating Disorders (A),SP15,140,49,84.40%,75.60%,3.68,B+ (3.62),B+ (3.36)
"Mac Leod, Donald I.",PSYC 141 - Evolution and Human Nature (A),SP15,18,7,71.40%,85.70%,4.1,B (3.14),N/A
"Belanger, Nathalie",PSYC 145 - Psychology of Language (A),SP15,50,32,87.10%,83.90%,3.73,B (3.00),C+ (2.53)
"Oliver, Taylor",PSYC 147 - Gender (A),SP15,196,64,93.70%,90.50%,4.5,B+ (3.55),B (3.23)
"Mac Leod, Donald I.",PSYC 159 - Physiological Basis/Perception (A),SP15,12,6,100.00%,100.00%,4.5,B (3.00),N/A
"Wixted, John T",PSYC 162 - Psychology and the Law (A),SP15,118,37,100.00%,97.30%,5.07,B+ (3.64),B (3.02)
"Rose, Fred E.",PSYC 163 - Abnormal Psychology (A),SP15,344,108,96.20%,96.20%,5.76,B (3.12),C+ (2.70)
"Lapidis, Rachael Lynn",PSYC 168 - Psychological Disorders/Child (A),SP15,391,322,96.30%,96.60%,5.38,B+ (3.47),B (3.02)
"Mc Kenzie, Craig R.M.",PSYC 176 - Creativity (A),SP15,70,33,90.30%,93.50%,4.3,B+ (3.52),B+ (3.36)
"Datko, Michael","PSYC 179 - Drugs,Addiction&Mental Disordr (A)",SP15,383,320,95.30%,93.40%,4.58,B+ (3.43),B (3.01)
"Rickard, Timothy C.",PSYC 191 - Psychology of Sleep (A),SP15,71,25,100.00%,92.00%,4.26,B+ (3.56),B- (2.96)
"Rickard, Timothy C.",PSYC 193 - Topics in Psychology (A),SP15,10,6,83.30%,83.30%,4.83,B+ (3.33),N/A
"Winkielman, Piotr",PSYC 193 - Topics in Psychology (B),SP15,36,14,76.90%,100.00%,3.27,A- (3.92),A- (3.96)
"Oliver, Taylor",PSYC 193 - Topics in Psychology (C),SP15,84,33,90.30%,90.30%,3.98,B+ (3.62),B (3.12)
"Pashler, Harold E",PSYC 193 - Topics in Psychology (D),SP15,11,6,100.00%,100.00%,3.7,B+ (3.40),N/A
"Carver, Leslie J.",PSYC 193 - Topics in Psychology (F),SP15,6,1,100.00%,100.00%,0.5,A (4.00),N/A
"Heyman, Gail D.",No CAPEs submitted,SP15,1,0,N/A,N/A,N/A,N/A,N/A
"Winward, Jennifer Laven",PSYC 4 - General Psychology: Behavioral (A),SP15,402,174,96.40%,97.00%,4.12,B+ (3.62),B (3.12)
"Lowe, Angela Beth",PSYC 60 - Introduction to Statistics (A),SP15,271,127,87.70%,91.00%,5.82,B (3.28),B (3.00)
"Dede, Adam Joseph",PSYC 60 - Introduction to Statistics (B),SP15,255,165,86.30%,67.10%,4.32,B+ (3.49),B (3.01)
"Mac Leod, Donald I.",PSYC 90 - Undergraduate Seminar (A),SP15,22,6,83.30%,83.30%,0.5,N/A,N/A
"Ferreira, Victor",PSYC 99 - Independent Study (A),SP15,2,1,100.00%,100.00%,2.5,N/A,N/A
"Burd, Margarette Pamela",PSYC 1 - Psychology (A),WI15,316,124,86.40%,89.80%,4.08,B+ (3.56),B- (2.99)
"Barner, David A.",PSYC 101 - Intro/Developmental Psychology (A),WI15,257,99,87.00%,91.30%,5.05,B+ (3.36),B (3.27)
"Bryan, Christopher Jay",PSYC 104 - Introduction/Social Psychology (A),WI15,277,108,97.10%,88.60%,5.11,B+ (3.50),B+ (3.39)
"Lowe, Angela Beth",PSYC 105 - Introduction/Cognitive Psych (A),WI15,228,69,91.00%,94.00%,4.84,B+ (3.42),B (3.03)
"Dobkins, Karen R.",PSYC 106 - Introduction/Physiological Psy (A),WI15,259,110,89.80%,93.50%,4.78,B (3.16),B- (2.81)
"Spadoni, Andrea Dawn",PSYC 107 - Lab/Substance Abuse Research (A),WI15,23,6,100.00%,100.00%,2.83,A- (3.83),A- (3.83)
"Aron, Adam",PSYC 108 - Intro/Cognitive Neuroscience (A),WI15,24,8,100.00%,100.00%,4.75,B (3.25),B (3.24)
"Heyman, Gail D.",PSYC 110 - Junior Honors Research Seminar (A),WI15,26,15,93.30%,93.30%,2.77,A- (3.87),A- (3.79)
"Parris, Julian L",PSYC 111A - Research Methods I (A),WI15,29,22,88.90%,100.00%,10.17,B (3.29),B+ (3.57)
"Pashler, Harold E",PSYC 115 - Laboratory/Cognitve Psychology (A),WI15,14,4,100.00%,100.00%,5.5,A (4.00),N/A
"Kennelly, Arthur Edwin",PSYC 120 - Learning and Motivation (A),WI15,23,11,72.70%,90.90%,6.7,B (3.10),B+ (3.35)
"Meyer, Stephen F",PSYC 120 - Learning and Motivation (A),WI15,23,11,72.70%,100.00%,6.7,B (3.10),B+ (3.35)
"Linke, Sarah Elizabeth",PSYC 124 - Introductn/Clinical Psychology (A),WI15,63,32,96.90%,87.50%,3.88,B+ (3.55),B+ (3.36)
"Rose, Fred E.",PSYC 125 - Clin Neuropsychology & Assess (A),WI15,64,28,96.00%,96.00%,5.06,B (3.29),B- (2.81)
"Winkielman, Piotr",PSYC 137 - Social Cognition (A),WI15,128,43,90.50%,85.70%,4.89,B+ (3.51),B (3.27)
"Dooley, Kevin D.",PSYC 138 - Sound And Music Perception (A),WI15,48,40,94.70%,94.70%,4.72,A- (3.89),A- (3.98)
"Kennelly, Arthur Edwin",PSYC 140 - Lab/Human Behavior (A),WI15,21,10,80.00%,100.00%,6.1,B+ (3.40),B (3.07)
"Meyer, Stephen F",PSYC 140 - Lab/Human Behavior (A),WI15,21,10,80.00%,100.00%,6.1,B+ (3.40),B (3.07)
"Oved, Iris",PSYC 142 - Psychology of Consciousness (A),WI15,44,20,73.70%,73.70%,4.28,A- (3.83),A- (3.76)
"Wixted, John T",PSYC 144 - Memory and Amnesia (A),WI15,105,41,95.00%,97.50%,4.76,B+ (3.46),B- (2.89)
"Serences, John Thomas",PSYC 150 - Cogntve Neuroscience of Vision (A),WI15,26,11,100.00%,100.00%,6.72,A- (3.75),A- (3.84)
"Henniger, Nicole Elizabeth",PSYC 153 - Psychology of Emotion (A),WI15,189,81,93.60%,93.60%,4.79,B (3.28),B- (2.98)
"Wanic, Rebekah Amelie",PSYC 155 - Social Psychology and Medicine (A),WI15,72,28,100.00%,96.20%,4.27,B+ (3.38),B+ (3.52)
"Wanic, Rebekah Amelie",PSYC 164 - Criminology (A),WI15,238,81,93.70%,98.70%,5.05,B+ (3.55),B+ (3.40)
"Anagnostaras, Stephan",PSYC 171 - Neurobiology-Learning & Memory (A),WI15,28,22,100.00%,100.00%,3.45,A- (3.77),B+ (3.58)
"Oliver, Taylor",PSYC 172 - Psychology of Human Sexuality (A),WI15,350,140,96.30%,90.40%,4.53,B+ (3.48),B- (2.94)
"Whitfield, Timothy W.",PSYC 188 - Impulse Control Disorders (A),WI15,323,102,95.90%,97.90%,4.5,B+ (3.42),B (3.22)
"Vul, Edward",PSYC 193 - Topics in Psychology (A),WI15,11,3,100.00%,100.00%,4.5,B+ (3.50),N/A
"Carver, Leslie J.",PSYC 193 - Topics in Psychology (E),WI15,3,2,100.00%,100.00%,6.5,A (4.00),N/A
"Heyman, Gail D.",No CAPEs submitted,WI15,1,0,N/A,N/A,N/A,N/A,N/A
"Ramachandran, Vilayanur S",No CAPEs submitted,WI15,1,0,N/A,N/A,N/A,N/A,N/A
"Higgins, Emily Catherine",PSYC 3 - Gen Psych:Cognitive Foundatns (A),WI15,262,110,85.70%,78.10%,3.53,B+ (3.58),B (3.26)
"Burd, Margarette Pamela",PSYC 6 - General Psychology: Social (A),WI15,325,147,97.20%,95.80%,4.37,B+ (3.65),B+ (3.40)
"Dooley, Kevin D.",PSYC 60 - Introduction to Statistics (A),WI15,224,91,92.00%,95.40%,3.68,B+ (3.54),B+ (3.50)
"Plummer, Patrick Reynard",PSYC 60 - Introduction to Statistics (B),WI15,229,100,84.70%,84.70%,3.3,B+ (3.56),B (3.10)
"Mac Leod, Donald I.",PSYC 90 - Undergraduate Seminar (A),WI15,22,12,100.00%,91.70%,0.5,N/A,N/A
"Vul, Edward",PSYC 99 - Independent Study (A),WI15,3,1,100.00%,100.00%,0,N/A,N/A
"Taylor, Charles Theodore",No CAPEs submitted,WI15,1,0,N/A,N/A,N/A,N/A,N/A
"Leinenger, Mallorie Nicole",PSYC 1 - Psychology (A),FA14,262,104,87.40%,89.30%,4.16,B+ (3.31),B- (2.99)
"Bosworth, Rain Grant",PSYC 101 - Intro/Developmental Psychology (A),FA14,160,76,91.90%,89.20%,5.66,B+ (3.34),B (3.22)
"Divita, Joseph C",PSYC 102 - Intro/Sensation & Perception (A),FA14,107,94,69.90%,43.00%,6.59,B (3.20),B- (2.92)
"Wanic, Rebekah Amelie",PSYC 104 - Introduction/Social Psychology (A),FA14,264,97,96.90%,93.80%,4.67,B+ (3.46),B+ (3.39)
"Lowe, Angela Beth",PSYC 105 - Introduction/Cognitive Psych (A),FA14,278,122,96.60%,97.40%,4.79,B+ (3.53),B (3.08)
"Bajic, Daniel Andrew",PSYC 117 - Psyc Project Lab (A),FA14,21,17,94.10%,100.00%,2.74,A- (3.88),A (4.00)
"Golden, Susan S.",PSYC 133 - Circadian Rhythms-Bio Clocks (A),FA14,21,5,50.00%,100.00%,3.83,C (2.25),C+ (2.38)
"Gorman, Michael R.",PSYC 133 - Circadian Rhythms-Bio Clocks (A),FA14,27,5,50.00%,100.00%,3.83,C (2.25),C+ (2.38)
"Beck-Ellsworth, Danielle Julia",PSYC 134 - Eating Disorders (A),FA14,277,105,92.90%,86.90%,4.46,B+ (3.43),B (3.17)
"Mac Leod, Donald I.",PSYC 141 - Evolution and Human Nature (A),FA14,17,6,83.30%,83.30%,5.7,B+ (3.50),N/A
"Whitfield, Timothy W.",PSYC 154 - Behavior Modification (A),FA14,184,61,88.30%,91.70%,4.05,B (3.24),B (3.03)
"Carver, Leslie J.",PSYC 156 - Cognitive Development/Infancy (A),FA14,57,23,87.00%,91.30%,4.24,B+ (3.65),B+ (3.60)
"Christenfeld, Nicholas",PSYC 157 - Happiness (A),FA14,32,8,100.00%,100.00%,4.83,A- (3.80),B+ (3.42)
"Rose, Fred E.",PSYC 163 - Abnormal Psychology (A),FA14,195,78,98.70%,97.30%,5.27,B+ (3.35),B- (2.84)
"Ramachandran, Vilayanur S",PSYC 169 - Brain Damage & Mental Function (A),FA14,114,48,76.70%,67.40%,5.4,B (3.03),B (3.14)
"Wanic, Rebekah Amelie",PSYC 178 - Industrial Organizational Psyc (A),FA14,138,44,78.60%,90.50%,4.88,B+ (3.54),B (3.23)
"Beck-Ellsworth, Danielle Julia",PSYC 180 - Adolescence (A),FA14,193,62,93.40%,86.90%,4.43,B+ (3.37),B (3.20)
"Anagnostaras, Stephan",PSYC 181 - Drugs And Behavior (A),FA14,263,96,73.70%,73.70%,4.59,B (3.30),B (3.21)
"Dooley, Kevin D.",PSYC 182 - Illusions and the Brain (A),FA14,173,62,96.80%,91.90%,4.5,A- (3.73),A- (3.92)
"Blumenthal, Emily Jeanne",PSYC 190 - Parenting (A),FA14,212,159,98.10%,98.10%,4.59,B+ (3.69),B+ (3.43)
"Carver, Leslie J.",PSYC 193 - Topics in Psychology (A),FA14,3,2,100.00%,100.00%,3.5,A (4.00),N/A
"Heyman, Gail D.",No CAPEs submitted,FA14,1,0,N/A,N/A,N/A,N/A,N/A
"Ramachandran, Vilayanur S",No CAPEs submitted,FA14,1,0,N/A,N/A,N/A,N/A,N/A
"Whitfield, Timothy W.",PSYC 2 - Gen Psych:Biological Foundatns (A),FA14,275,124,92.50%,95.80%,4.16,B+ (3.50),B- (2.95)
"Lowe, Angela Beth",PSYC 60 - Introduction to Statistics (A),FA14,280,125,84.30%,94.20%,5.03,B+ (3.44),B (3.09)
"Rickard, Timothy C.",PSYC 60 - Introduction to Statistics (B),FA14,266,115,89.90%,84.40%,4.44,B+ (3.44),B- (2.75)
"Blumenthal, Emily Jeanne",PSYC 7 - Gen Psych:Developmental Fndtns (A),FA14,275,210,94.20%,96.10%,4.36,B+ (3.55),B+ (3.42)
"Mac Leod, Donald I.",PSYC 90 - Undergraduate Seminar (A),FA14,24,13,83.30%,83.30%,1.1,A (4.00),N/A
"Rayner, Keith",PSYC 99 - Independent Study (A),FA14,5,5,100.00%,100.00%,4.5,N/A,N/A
"Winkielman, Piotr",PSYC 99 - Independent Study (B),FA14,1,1,100.00%,100.00%,6.5,N/A,N/A
"Harrison, Elizabeth Mary",PSYC 1 - Psychology (A),S214,72,18,100.00%,100.00%,7.38,B+ (3.56),B (3.19)
"Sweet, Monica Ann",PSYC 101 - Intro/Developmental Psychology (A),S214,36,8,87.50%,87.50%,7.5,B+ (3.57),B+ (3.33)
"Higgins, Emily Catherine",PSYC 105 - Introduction/Cognitive Psych (A),S214,20,6,80.00%,80.00%,5.5,B (3.25),B- (2.87)
"Gorman, Michael R.",PSYC 106 - Introduction/Physiological Psy (A),S214,33,5,60.00%,80.00%,6.9,B (3.00),B- (2.81)
"Pulido, Carmen",PSYC 107 - Lab/Substance Abuse Research (A),S214,13,4,100.00%,100.00%,4.5,A (4.00),N/A
"Winkielman, Piotr",PSYC 114 - Lab/Psychophysiological Persp (A),S214,30,10,80.00%,70.00%,3.9,A- (3.78),B+ (3.56)
"Hales, Jena Bresnihan",PSYC 125 - Clin Neuropsychology & Assess (A),S214,14,10,80.00%,70.00%,6.7,B+ (3.40),N/A
"Christenfeld, Nicholas",PSYC 130 - Delay of Gratification (A),S214,32,8,100.00%,87.50%,6.25,B+ (3.33),B+ (3.38)
"Howell, Kristin Kimberly",PSYC 144 - Memory and Amnesia (A),S214,18,13,92.30%,100.00%,7.42,B+ (3.58),N/A
"Christenfeld, Nicholas",PSYC 157 - Happiness (A),S214,34,8,87.50%,100.00%,6.21,A- (3.75),B+ (3.62)
"Blumenthal, Emily Jeanne",PSYC 168 - Psychological Disorders/Child (A),S214,73,55,98.10%,94.40%,5.39,B+ (3.48),B+ (3.34)
"Stolarz-Fantino, Stephanie",PSYC 173 - Psychology of Food & Behavior (A),S214,33,4,75.00%,25.00%,4.5,B+ (3.50),B (3.11)
"Beck-Ellsworth, Danielle Julia",PSYC 180 - Adolescence (A),S214,31,4,100.00%,100.00%,5.5,B+ (3.67),B+ (3.54)
"Anagnostaras, Stephan",PSYC 181 - Drugs And Behavior (A),S214,82,11,90.90%,81.80%,7.05,B+ (3.64),B (3.22)
"Rickard, Timothy C.",PSYC 191 - Psychology of Sleep (A),S214,26,3,100.00%,100.00%,5.83,B+ (3.50),B- (2.87)
"Albright, Thomas D",PSYC 2 - Gen Psych:Biological Foundatns (A),S214,46,12,91.70%,91.70%,4.33,B+ (3.33),B (3.00)
"Burd, Margarette Pamela",PSYC 6 - General Psychology: Social (A),S214,50,17,94.10%,100.00%,5.56,B+ (3.33),B+ (3.42)
"Rickard, Timothy C.",PSYC 60 - Introduction to Statistics (A),S214,53,17,100.00%,88.20%,6.38,B+ (3.35),B- (2.89)
"Dobkins, Karen R.",PSYC 102 - Intro/Sensation & Perception (A),S114,23,7,100.00%,83.30%,5.17,A (4.00),B (3.03)
"Whitfield, Timothy W.",PSYC 103 - Intro/Principles of Behavior (A),S114,84,17,100.00%,82.40%,6.26,B+ (3.65),B- (2.88)
"Dobkins, Karen R.",PSYC 106 - Introduction/Physiological Psy (A),S114,36,9,88.90%,88.90%,6.94,B+ (3.67),B (3.24)
"Miller, Arianne E.",PSYC 124 - Introductn/Clinical Psychology (A),S114,26,24,95.80%,95.80%,5.92,B+ (3.42),B+ (3.42)
"Gorman, Michael R.",PSYC 132 - Hormones and Behavior (A),S114,8,1,100.00%,100.00%,6.5,A (4.00),N/A
"Beck-Ellsworth, Danielle Julia",PSYC 134 - Eating Disorders (A),S114,53,14,84.60%,100.00%,5.58,B+ (3.46),B- (2.86)
"Goldschmied, Nadav",PSYC 139 - The Social Psychology of Sport (A),S114,35,13,91.70%,100.00%,5,A- (3.73),B (3.06)
"Oved, Iris",PSYC 142 - Psychology of Consciousness (A),S114,8,4,75.00%,75.00%,7,B+ (3.67),N/A
"Bosworth, Rain Grant",PSYC 145 - Psychology of Language (A),S114,11,10,100.00%,100.00%,6.06,B+ (3.56),N/A
"Wanic, Rebekah Amelie",PSYC 147 - Gender (A),S114,73,19,84.20%,100.00%,6.74,B+ (3.60),B (3.19)
"Wanic, Rebekah Amelie",PSYC 155 - Social Psychology and Medicine (A),S114,27,8,100.00%,100.00%,6.21,B+ (3.57),B+ (3.36)
"Stretch, Vincent Patrick",PSYC 163 - Abnormal Psychology (A),S114,31,10,100.00%,77.80%,5.39,B- (2.88),C (2.08)
"Stretch, Vincent Patrick",PSYC 164 - Criminology (A),S114,15,3,100.00%,100.00%,3.83,B+ (3.33),N/A
"Anagnostaras, Stephan",PSYC 181GS - Drugs and Behavior (A),S114,25,4,100.00%,100.00%,5,A- (3.75),B+ (3.36)
"Anagnostaras, Stephan",PSYC 193GS - Special Topics in Psychology (A),S114,25,3,100.00%,100.00%,3.83,B+ (3.67),A- (3.85)
"Fishman, Inna Dina",PSYC 3 - Gen Psych:Cognitive Foundatns (A),S114,42,11,100.00%,90.90%,5.5,B+ (3.44),B- (2.99)
"Winward, Jennifer Laven",PSYC 4 - General Psychology: Behavioral (A),S114,91,35,91.40%,80.00%,6.56,B+ (3.59),B (3.30)
"Blumenthal, Emily Jeanne",PSYC 60 - Introduction to Statistics (A),S114,60,22,95.20%,95.20%,5.55,B+ (3.47),B (3.24)
"Whitfield, Timothy W.",PSYC 1 - Psychology (A),SP14,279,105,93.20%,94.20%,3.68,B+ (3.66),B (3.14)
"Liu, David",PSYC 101 - Intro/Developmental Psychology (A),SP14,147,50,93.90%,65.30%,3.56,A- (3.72),B (3.30)
"Serences, John Thomas",PSYC 102 - Intro/Sensation & Perception (A),SP14,252,204,86.60%,92.60%,4.54,B+ (3.50),B+ (3.33)
"Miller, Cory T.",PSYC 103 - Intro/Principles of Behavior (A),SP14,70,27,84.60%,69.20%,5.35,B (3.08),C+ (2.57)
"Christenfeld, Nicholas",PSYC 104 - Introduction/Social Psychology (A),SP14,132,53,92.20%,88.20%,4.42,B (3.20),B- (2.83)
"Lowe, Angela Beth",PSYC 105 - Introduction/Cognitive Psych (A),SP14,268,130,87.20%,92.80%,4.62,B+ (3.36),B- (2.98)
"Gorman, Michael R.",PSYC 106 - Introduction/Physiological Psy (A),SP14,117,97,97.90%,95.80%,5.08,B (3.25),B (3.23)
"Pulido, Carmen",PSYC 107 - Lab/Substance Abuse Research (A),SP14,19,8,100.00%,100.00%,2.25,A- (3.75),N/A
"Kleinman, Daniel Gregory",PSYC 111B - Research Methods II (A),SP14,20,16,93.30%,100.00%,8.63,A- (3.73),B+ (3.60)
"Winkielman, Piotr",PSYC 114 - Lab/Psychophysiological Persp (A),SP14,26,8,100.00%,100.00%,2.79,A (4.00),B+ (3.44)
"Beck-Ellsworth, Danielle Julia",PSYC 134 - Eating Disorders (A),SP14,337,162,96.80%,94.30%,4.15,B+ (3.45),B (3.09)
"Liu, David",PSYC 136 - Cognitive Development (A),SP14,27,20,75.00%,75.00%,4.7,A- (3.84),B+ (3.60)
"Sammartino, Jonathan",PSYC 142 - Psychology of Consciousness (A),SP14,196,182,85.70%,95.60%,4.96,B+ (3.34),B- (2.97)
"Fantino, Edmund J.",PSYC 143 - Control & Analysis/Human Behav (A),SP14,44,17,93.30%,100.00%,4.23,B+ (3.57),B+ (3.34)
"Mac Leod, Donald I.",PSYC 159 - Physiological Basis/Perception (A),SP14,7,4,100.00%,66.70%,2.5,B+ (3.67),N/A
"Wanic, Rebekah Amelie",PSYC 162 - Psychology and the Law (A),SP14,170,79,93.60%,97.40%,4.55,B+ (3.43),B (3.22)
"Rose, Fred E.",PSYC 163 - Abnormal Psychology (A),SP14,298,116,96.40%,92.80%,4.7,B (3.24),B- (2.77)
"Lapidis, Rachael Lynn",PSYC 168 - Psychological Disorders/Child (A),SP14,412,330,97.90%,97.90%,4.86,B+ (3.46),B (3.06)
"Ramachandran, Vilayanur S",PSYC 169 - Brain Damage & Mental Function (A),SP14,170,66,82.80%,67.20%,4.75,B+ (3.41),B- (2.73)
"Mc Kenzie, Craig R.M.",PSYC 176 - Creativity (A),SP14,60,22,72.70%,77.30%,4.7,B+ (3.53),B (3.07)
"Blumenthal, Emily Jeanne",PSYC 190 - Parenting (A),SP14,335,271,97.00%,95.90%,4.33,B+ (3.70),A- (3.73)
