Instructor,Course,Term,Enroll,Evals Made,Rcmnd Class,Rcmnd Instr,Study Hrs/wk,Avg Grade Expected,Avg Grade Received
"Sinitsyn, Maxim",ECON 100A - Microeconomics A (A),FA15,249,184,86.70%,79.60%,6.61,B (3.12),C+ (2.65)
"Sinitsyn, Maxim",ECON 100A - Microeconomics A (B),FA15,283,193,88.90%,82.10%,7.02,B (3.14),C+ (2.65)
"Machina, Mark Joseph",ECON 100AH - Honors Microeconomics A (A),FA15,11,6,100.00%,100.00%,5.83,A (4.00),N/A
"Sher, Itai",ECON 100B - Microeconomics B (A),FA15,187,53,86.50%,75.00%,5.96,B (3.29),B- (2.86)
"Sher, Itai",ECON 100B - Microeconomics B (B),FA15,148,58,88.50%,75.00%,5.36,B+ (3.30),B- (2.86)
"Santamaria, Martin I",ECON 100C - Microeconomics C (A),FA15,119,24,86.40%,72.70%,5.83,B+ (3.38),B- (2.80)
"Levkoff, Steven B.",ECON 100C - Microeconomics C (B),FA15,250,196,89.70%,94.40%,6.79,B+ (3.32),B- (2.98)
"Watson, Joel Christopher",ECON 109 - Game Theory (A),FA15,248,71,92.40%,89.40%,6.5,B+ (3.35),B (3.01)
"Levkoff, Steven B.",ECON 110A - Macroeconomics A (A),FA15,256,192,84.30%,90.10%,6.44,B (3.16),B- (2.79)
"Candido, Maria Teresa",ECON 110B - Macroeconomics B (A),FA15,187,44,83.70%,81.40%,4.98,B+ (3.31),B- (2.91)
"Cohen, Darrel Steven",ECON 111 - Monetary Economics (A),FA15,240,101,83.70%,82.60%,6.66,B+ (3.40),B- (2.80)
"Toda, Alexis Akira",ECON 113 - Mathematical Economics (A),FA15,32,15,53.30%,86.70%,5.17,B (3.13),C+ (2.66)
"Santos, Andres",ECON 120A - Econometrics A (A),FA15,271,113,91.50%,96.20%,6.28,B+ (3.39),B- (2.90)
"Santos, Andres",ECON 120A - Econometrics A (B),FA15,282,129,96.00%,96.00%,6.68,B+ (3.45),B- (2.90)
"Santos, Andres",ECON 120AH - Honors Econometrics A (A),FA15,18,7,100.00%,100.00%,4.21,A (4.00),N/A
"Santamaria, Martin I",ECON 120B - Econometrics B (A),FA15,276,91,85.10%,58.60%,5.59,B (3.24),B- (2.88)
"Candido, Maria Teresa",ECON 120C - Econometrics C (A),FA15,114,28,85.70%,89.30%,6.06,B+ (3.43),B- (2.88)
"Candido, Maria Teresa",ECON 120C - Econometrics C (B),FA15,189,46,95.20%,95.20%,5.48,B+ (3.46),B- (2.88)
"Jacobsen, Mark",ECON 131 - Economics of the Environment (A),FA15,177,58,83.00%,73.60%,5.21,B (3.14),B- (2.99)
"White, Michelle J.",ECON 135 - Urban Economics (A),FA15,27,8,75.00%,87.50%,2.5,B+ (3.63),B- (2.70)
"Famulari, Melissa",ECON 140 - Economics of Health Producers (A),FA15,79,36,97.10%,97.10%,3.87,B+ (3.45),B- (2.77)
"Trevino, Isabel",ECON 142 - Behavioral Economics (A),FA15,23,21,90.50%,100.00%,4.88,B+ (3.57),B+ (3.41)
"Hendrickson, Gerald M.",ECON 159 - Economic Hist/United States II (A),FA15,108,31,93.30%,100.00%,4.97,B+ (3.59),B- (3.00)
"Newhouse, Herbert S",ECON 171 - Decisions Under Uncertainty (A),FA15,169,51,92.20%,90.20%,6.91,B+ (3.56),B- (2.81)
"Newhouse, Herbert S",ECON 171 - Decisions Under Uncertainty (B),FA15,170,45,93.20%,93.20%,6.12,B (3.14),B- (2.81)
"Newhouse, Herbert S",ECON 172A - Operations Research A (A),FA15,191,51,91.80%,89.80%,6.25,B+ (3.50),B- (2.93)
"Foster, Carroll Baldwin",ECON 173A - Financial Markets (A),FA15,187,55,90.20%,64.70%,5.58,B+ (3.65),B (3.08)
"Ramey, Garey",ECON 173B - Corporate Finance (A),FA15,65,16,100.00%,93.80%,7.57,B+ (3.67),B (3.22)
"Foster, Carroll Baldwin",ECON 178 - Economic&Business Forecasting (A),FA15,192,35,84.80%,87.90%,5.56,A- (3.71),B- (2.93)
"Starr, Ross",ECON 191A - Senior Essay Seminar A (A),FA15,12,10,100.00%,100.00%,5.9,A (4.00),N/A
"Antonovics, Kate L.",ECON 2 - Market Imperfections & Policy (A),FA15,325,113,90.10%,96.40%,5.02,B+ (3.50),C+ (2.66)
"Foster, Carroll Baldwin",ECON 3 - Principles of Macroeconomics (A),FA15,106,40,89.20%,64.90%,4.27,B (3.28),C+ (2.66)
"Willoughby, Michael Gene",ECON 4 - Financial Accounting (A),FA15,232,83,86.70%,74.70%,4.88,B+ (3.32),B- (2.79)
"Antonovics, Kate L.",ECON 1 - Principles of Microeconomics (A),S215,82,36,100.00%,100.00%,5.68,B+ (3.62),B- (2.99)
"Shahriar, Quazi",ECON 100A - Microeconomics A (A),S215,76,23,86.40%,95.50%,7.5,B (3.10),B- (2.73)
"Sinitsyn, Maxim",ECON 100B - Microeconomics B (A),S215,73,53,98.10%,98.10%,6.93,B+ (3.42),B- (2.80)
"Levkoff, Steven B.",ECON 100C - Microeconomics C (A),S215,103,68,91.20%,91.20%,9.13,B (3.22),B- (2.93)
"Major, Ivan",ECON 101 - International Trade (A),S215,23,8,100.00%,100.00%,7,B+ (3.50),B- (2.87)
"Newhouse, Herbert S",ECON 109 - Game Theory (A),S215,63,30,89.70%,93.10%,8.57,B+ (3.36),B- (2.73)
"Lee, Kangoh",ECON 110A - Macroeconomics A (A),S215,80,13,83.30%,66.70%,7.5,A- (3.75),B- (2.87)
"Levkoff, Steven B.",ECON 110B - Macroeconomics B (A),S215,46,27,92.60%,100.00%,6.35,B+ (3.37),B- (2.88)
"Nieto-Barthaburu, Augusto",ECON 120B - Econometrics B (A),S215,55,17,92.90%,78.60%,7.79,B+ (3.50),B- (2.73)
"Foster, Carroll Baldwin",ECON 120C - Econometrics C (A),S215,100,16,78.60%,57.10%,6.93,B+ (3.43),B- (2.86)
"Major, Ivan",ECON 130 - Public Policy (A),S215,17,6,100.00%,83.30%,5.5,B+ (3.33),N/A
"Nieto-Barthaburu, Augusto",ECON 131 - Economics of the Environment (A),S215,54,9,88.90%,88.90%,9,B (3.00),B- (2.74)
"Squires, Dale E",ECON 144 - Economics of Conservation (A),S215,70,13,84.60%,84.60%,7.12,B+ (3.45),B (3.01)
"Blumkin, Tomer",ECON 150 - Public Economics: Taxation (A),S215,12,3,100.00%,100.00%,7.17,B (3.00),N/A
"Newhouse, Herbert S",ECON 171 - Decisions Under Uncertainty (A),S215,38,18,100.00%,93.80%,7.5,B+ (3.38),B- (2.82)
"Willoughby, Michael Gene",ECON 173A - Financial Markets (A),S215,37,10,100.00%,90.00%,6.9,B+ (3.40),B (3.17)
"Antonovics, Kate L.",ECON 2 - Market Imperfections & Policy (A),S215,18,2,100.00%,100.00%,9.5,A (4.00),N/A
"Young, Sam Ming",ECON 3 - Principles of Macroeconomics (A),S215,38,13,92.30%,92.30%,4.65,B+ (3.31),C+ (2.65)
"Anderson, John Charles",ECON 4 - Financial Accounting (A),S215,9,6,100.00%,100.00%,6.17,A- (3.83),N/A
"Levere, Michael Benjamin",ECON 1 - Principles of Microeconomics (A),S115,74,52,98.00%,100.00%,5.4,B+ (3.60),B- (2.85)
"Famulari, Melissa",ECON 100A - Microeconomics A (A),S115,87,62,90.30%,95.20%,7.5,B (3.19),C+ (2.60)
"Noel, Michael",ECON 100B - Microeconomics B (A),S115,97,71,87.10%,95.70%,6.27,B+ (3.45),C+ (2.65)
"Sinitsyn, Maxim",ECON 100C - Microeconomics C (A),S115,75,36,88.90%,86.10%,7.36,B+ (3.33),C+ (2.66)
"Laffineur, Catherine",ECON 102 - Globalization (A),S115,15,4,100.00%,100.00%,7,B (3.00),N/A
"Noel, Michael",ECON 105 - Industrl Orgniztn&Firm Stratgy (A),S115,31,22,95.50%,95.50%,7.14,B (3.27),C+ (2.50)
"Newhouse, Herbert S",ECON 109 - Game Theory (A),S115,57,9,88.90%,100.00%,6.28,B+ (3.63),B- (2.73)
"Levkoff, Steven B.",ECON 110A - Macroeconomics A (A),S115,84,32,87.10%,93.50%,8.5,B+ (3.32),B- (2.89)
"Lee, Kangoh",ECON 110B - Macroeconomics B (A),S115,76,21,94.40%,83.30%,6.5,B (3.22),B- (2.90)
"Hilmer, Christiana",ECON 120A - Econometrics A (A),S115,67,24,91.70%,87.50%,5.58,B+ (3.48),C+ (2.62)
"Hilmer, Michael",ECON 130 - Public Policy (A),S115,42,28,77.80%,70.40%,5.46,B+ (3.33),B- (2.83)
"Nieto-Barthaburu, Augusto",ECON 131 - Economics of the Environment (A),S115,93,15,100.00%,100.00%,4.5,B (3.07),B- (2.89)
"Hilmer, Christiana",ECON 132 - Energy Economics (A),S115,34,13,92.30%,84.60%,4.65,B+ (3.58),B (3.07)
"Hilmer, Michael",ECON 139 - Labor Economics (A),S115,30,15,93.30%,93.30%,4.5,B (3.00),B- (2.86)
"Levkoff, Steven B.",ECON 171 - Decisions Under Uncertainty (A),S115,80,26,91.70%,95.80%,6.59,B+ (3.48),B- (2.95)
"Willoughby, Michael Gene",ECON 173A - Financial Markets (A),S115,33,3,100.00%,100.00%,6.5,B (3.00),B+ (3.35)
"Major, Ivan",ECON 2 - Market Imperfections & Policy (A),S115,29,6,100.00%,83.30%,4.83,B (3.25),C (2.17)
"Hovander, Elisa Wynne Kirsten",ECON 3 - Principles of Macroeconomics (A),S115,44,16,93.80%,87.50%,6.5,A- (3.80),B- (2.85)
"Willoughby, Michael Gene",ECON 4 - Financial Accounting (A),S115,40,12,90.90%,90.90%,5.77,A- (3.70),B (3.01)
"Brady, Richard Lee",ECON 1 - Principles of Microeconomics (A),SP15,289,113,91.70%,92.70%,4.18,B+ (3.45),B (3.03)
"Sinitsyn, Maxim",ECON 100A - Microeconomics A (A),SP15,255,185,90.70%,86.90%,6.35,B (3.26),B- (2.75)
"Famulari, Melissa",ECON 100A - Microeconomics A (B),SP15,200,128,87.90%,89.50%,6.23,B (3.24),C+ (2.68)
"Galperti, Simone",ECON 100B - Microeconomics B (A),SP15,282,106,79.60%,58.30%,6.16,B (3.01),B- (2.79)
"Galperti, Simone",ECON 100B - Microeconomics B (B),SP15,242,80,75.00%,52.60%,6.56,B+ (3.31),B- (2.79)
"Levkoff, Steven B.",ECON 100C - Microeconomics C (A),SP15,208,89,91.80%,95.30%,5.7,B (3.30),B- (2.87)
"Sinitsyn, Maxim",ECON 100C - Microeconomics C (B),SP15,139,85,94.00%,95.20%,6.31,B (3.16),B- (2.87)
"Jacobsen, Mark",ECON 100CH - Honors Microeconomics C (A),SP15,17,8,100.00%,100.00%,2.21,A- (3.71),N/A
"Muendler, Marc",ECON 103 - International Monetary Relatns (A),SP15,216,60,77.80%,81.50%,6.5,B (3.29),B- (2.95)
"Candido, Maria Teresa",ECON 110A - Macroeconomics A (A),SP15,289,97,86.20%,73.40%,5.8,B+ (3.34),B- (2.86)
"Wieland, Johannes Friedrich",ECON 110B - Macroeconomics B (A),SP15,143,61,98.30%,95.00%,5.5,B+ (3.67),B- (2.85)
"Wieland, Johannes Friedrich",ECON 110B - Macroeconomics B (B),SP15,129,46,93.20%,93.20%,4.78,A- (3.75),B- (2.85)
"Muralidharan, Karthik",ECON 116 - Economic Development (A),SP15,96,34,94.10%,91.20%,6.15,B (3.27),B (3.05)
"White, Michelle J.",ECON 119 - Law&Economics:Contracts&Corps (A),SP15,41,16,86.70%,66.70%,4.23,B+ (3.36),B- (2.99)
"Tang, Yuan Emily",ECON 120A - Econometrics A (A),SP15,389,147,92.00%,90.60%,5.86,B+ (3.31),B- (2.82)
"Candido, Maria Teresa",ECON 120B - Econometrics B (A),SP15,377,105,92.10%,85.10%,5.25,B+ (3.38),B- (2.79)
"Foster, Carroll Baldwin",ECON 120C - Econometrics C (A),SP15,219,57,84.60%,76.90%,5.32,B (3.27),B- (2.84)
"Foster, Carroll Baldwin",ECON 120C - Econometrics C (B),SP15,248,64,86.40%,79.70%,5,B+ (3.39),B- (2.84)
"Tayman, Jeff",ECON 125 - Demographic Analys&Forecasting (A),SP15,78,20,80.00%,95.00%,5.24,B (3.11),C+ (2.65)
"Tang, Yuan Emily",ECON 130 - Public Policy (A),SP15,351,95,95.60%,92.30%,5.25,B+ (3.49),B- (2.88)
"White, Michelle J.",ECON 135 - Urban Economics (A),SP15,14,6,83.30%,66.70%,2.5,B+ (3.50),N/A
"Antonovics, Kate L.",ECON 139 - Labor Economics (A),SP15,279,83,90.90%,93.50%,4.55,B (3.23),B- (2.71)
"Clemens, Jeffrey",ECON 140 - Economics of Health Producers (A),SP15,42,15,93.30%,100.00%,4.21,B+ (3.50),B- (2.86)
"Cohen, Darrel Steven",ECON 146 - Economic Stabilization (A),SP15,161,43,88.10%,90.50%,5.38,B (3.29),B- (2.87)
"Betts, Julian",ECON 147 - Economics of Education (A),SP15,95,30,89.70%,89.70%,5.19,B- (2.97),C+ (2.43)
"Newhouse, Herbert S",ECON 171 - Decisions Under Uncertainty (A),SP15,293,73,89.70%,88.20%,5.37,B (3.22),B- (2.81)
"Newhouse, Herbert S",ECON 172B - Operations Research B (A),SP15,247,64,83.60%,91.80%,5.53,B+ (3.36),B- (2.86)
"Willoughby, Michael Gene",ECON 173AL - Applied Finance Laboratory (A),SP15,15,5,100.00%,100.00%,3.3,A (4.00),N/A
"Ramey, Garey",ECON 173B - Corporate Finance (A),SP15,137,41,82.10%,84.60%,5.76,B+ (3.45),B- (2.76)
"Wolcott, Erin Lorraine",ECON 3 - Principles of Macroeconomics (A),SP15,379,197,95.80%,83.60%,5.02,B+ (3.39),B- (2.91)
"Willoughby, Michael Gene",ECON 4 - Financial Accounting (A),SP15,170,70,86.20%,81.50%,4.69,B+ (3.34),B- (2.87)
"Tang, Yuan Emily",ECON 1 - Principles of Microeconomics (A),WI15,334,125,90.80%,84.90%,4.43,B+ (3.36),B- (2.98)
"Tang, Yuan Emily",ECON 1 - Principles of Microeconomics (B),WI15,345,114,90.10%,83.80%,4.57,B+ (3.49),B- (2.98)
"Famulari, Melissa",ECON 100A - Microeconomics A (A),WI15,371,206,86.60%,85.60%,7.35,B (3.29),B- (2.78)
"Famulari, Melissa",ECON 100A - Microeconomics A (B),WI15,274,164,89.30%,87.40%,6.7,B (3.23),B- (2.78)
"Watson, Joel Christopher",ECON 100B - Microeconomics B (A),WI15,349,103,95.90%,87.60%,5.54,B (3.30),B- (2.85)
"Machina, Mark Joseph",ECON 100BH - Honors Microeconomics B (A),WI15,12,6,83.30%,100.00%,1.7,A (4.00),N/A
"Sinitsyn, Maxim",ECON 100C - Microeconomics C (A),WI15,184,98,93.90%,86.70%,5.46,B (3.15),B- (2.78)
"Sinitsyn, Maxim",ECON 100C - Microeconomics C (B),WI15,108,64,90.50%,90.50%,5.89,B (3.28),B- (2.78)
"Newhouse, Herbert S",ECON 107 - Economic Reglatn&Antitrst Plcy (A),WI15,111,34,81.30%,87.50%,6.18,B (3.29),B- (2.89)
"Watson, Joel Christopher",ECON 109 - Game Theory (A),WI15,229,70,81.80%,74.20%,7.14,B+ (3.36),B (3.06)
"Candido, Maria Teresa",ECON 110A - Macroeconomics A (A),WI15,280,92,82.90%,70.70%,6.35,B+ (3.41),B- (2.87)
"Hamilton, James D.",ECON 110B - Macroeconomics B (A),WI15,123,51,97.90%,91.50%,5.2,B+ (3.59),B- (2.73)
"Hamilton, James D.",ECON 110B - Macroeconomics B (B),WI15,103,31,100.00%,96.30%,4.58,B (3.25),B- (2.73)
"Hamilton, James D.",ECON 110BH - Honors Macroeconomics B (A),WI15,5,3,100.00%,100.00%,2.5,A (4.00),N/A
"Machina, Mark Joseph",ECON 117 - Economic Growth (A),WI15,29,12,100.00%,88.90%,3.39,B+ (3.67),B+ (3.58)
"Elliott, Graham",ECON 120A - Econometrics A (A),WI15,201,68,91.90%,83.90%,5.91,B+ (3.32),B- (2.96)
"Elliott, Graham",ECON 120A - Econometrics A (B),WI15,209,69,83.60%,89.60%,6.74,B+ (3.45),B- (2.96)
"Dahl, Gordon B.",ECON 120B - Econometrics B (A),WI15,199,68,84.80%,83.30%,6.63,B+ (3.40),B- (2.83)
"Dahl, Gordon B.",ECON 120B - Econometrics B (B),WI15,203,72,73.90%,85.50%,6.44,B (3.18),B- (2.83)
"Berman, Eli",ECON 120BH - Honors Econometrics B (A),WI15,10,8,100.00%,100.00%,3.83,B+ (3.50),N/A
"Foster, Carroll Baldwin",ECON 120C - Econometrics C (A),WI15,136,37,88.60%,88.60%,5.74,B (3.11),B- (2.73)
"Candido, Maria Teresa",ECON 120C - Econometrics C (B),WI15,130,46,75.00%,77.30%,5.12,B+ (3.36),B- (2.79)
"Carson, Richard T",ECON 132 - Energy Economics (A),WI15,105,34,90.00%,86.70%,5.57,B+ (3.54),B (3.25)
"Andreoni, James",ECON 143 - Experimental Economics (A),WI15,42,14,100.00%,100.00%,4.68,B+ (3.33),B+ (3.59)
"Squires, Dale E",ECON 145 - Economics of Ocean Resources (A),WI15,316,85,90.10%,95.10%,4.93,B+ (3.40),B (3.09)
"Gordon, Roger H.",ECON 150 - Public Economics: Taxation (A),WI15,41,16,53.30%,33.30%,5.21,B (3.13),B- (2.80)
"Rauch, James E",ECON 165 - Middle East Economics (A),WI15,162,87,77.60%,78.80%,5.35,B (3.10),B- (2.92)
"Chambers, Christopher P.",ECON 171 - Decisions Under Uncertainty (A),WI15,139,62,79.30%,82.80%,4.86,B+ (3.47),B- (2.92)
"Chambers, Christopher P.",ECON 171 - Decisions Under Uncertainty (B),WI15,138,59,82.50%,89.50%,5.36,B+ (3.31),B- (2.92)
"Newhouse, Herbert S",ECON 172A - Operations Research A (A),WI15,114,27,88.50%,92.30%,4.58,B+ (3.46),B- (2.80)
"Newhouse, Herbert S",ECON 172A - Operations Research A (B),WI15,68,17,76.50%,76.50%,6.03,B+ (3.31),B- (2.80)
"Toda, Alexis Akira",ECON 172B - Operations Research B (A),WI15,67,44,60.50%,41.90%,6.31,B- (2.98),C+ (2.67)
"Toda, Alexis Akira",ECON 172B - Operations Research B (B),WI15,10,8,87.50%,87.50%,7.75,B (3.29),C+ (2.67)
"Foster, Carroll Baldwin",ECON 173A - Financial Markets (A),WI15,139,34,80.00%,76.70%,4.98,B (3.07),B- (2.71)
"Willoughby, Michael Gene",ECON 173AL - Applied Finance Laboratory (A),WI15,12,4,100.00%,100.00%,3,A- (3.75),N/A
"Ramey, Garey",ECON 173B - Corporate Finance (A),WI15,143,42,90.00%,85.00%,5.8,B+ (3.39),B- (2.84)
"Foster, Carroll Baldwin",ECON 174 - Financial Risk Management (A),WI15,137,41,85.30%,76.50%,5.53,B+ (3.41),C+ (2.61)
"Sinitsyn, Maxim",ECON 176 - Marketing (A),WI15,90,61,68.90%,88.50%,6.37,B (3.18),B- (2.88)
"Starr, Ross",ECON 191B - Senior Essay Seminar B (A),WI15,13,4,100.00%,100.00%,7,A (4.00),N/A
"Levkoff, Steven B.",ECON 2 - Market Imperfections & Policy (A),WI15,185,85,96.30%,96.30%,4.43,B+ (3.49),B (3.08)
"Ramey, Valerie A",ECON 3 - Principles of Macroeconomics (A),WI15,206,120,89.70%,71.80%,5.52,B (3.19),B- (2.85)
"Ramey, Valerie A",ECON 3 - Principles of Macroeconomics (B),WI15,208,122,91.70%,78.30%,6.09,B+ (3.30),B- (2.85)
"Willoughby, Michael Gene",ECON 4 - Financial Accounting (A),WI15,125,54,86.50%,78.80%,4.58,B (3.17),B- (2.75)
"Antonovics, Kate L.",ECON 1 - Principles of Microeconomics (A),FA14,458,276,94.90%,96.50%,5.46,B+ (3.66),B- (2.95)
"Antonovics, Kate L.",ECON 1 - Principles of Microeconomics (B),FA14,273,147,92.10%,95.70%,5.48,B+ (3.53),B- (2.95)
"Brady, Richard Lee",ECON 1 - Principles of Microeconomics (C),FA14,142,72,98.40%,95.10%,4.33,B+ (3.66),B (3.02)
"Sinitsyn, Maxim",ECON 100A - Microeconomics A (A),FA14,207,158,86.80%,80.10%,6.53,B (3.04),C+ (2.63)
"Sinitsyn, Maxim",ECON 100A - Microeconomics A (B),FA14,193,153,85.10%,77.70%,6.86,B (3.10),C+ (2.63)
"Machina, Mark Joseph",ECON 100AH - Honors Microeconomics A (A),FA14,12,9,100.00%,100.00%,3.07,A- (3.86),N/A
"Tang, Yuan Emily",ECON 100B - Microeconomics B (A),FA14,171,52,90.70%,90.70%,6.03,B+ (3.38),B- (2.88)
"Tang, Yuan Emily",ECON 100B - Microeconomics B (B),FA14,183,49,88.60%,90.90%,5.52,B+ (3.41),B- (2.88)
"Levkoff, Steven B.",ECON 100C - Microeconomics C (A),FA14,189,69,88.50%,95.10%,5.66,B+ (3.31),B- (2.79)
"Tang, Yuan Emily",ECON 100C - Microeconomics C (B),FA14,141,40,93.80%,100.00%,7.06,B+ (3.38),B- (2.89)
"Muendler, Marc",ECON 101 - International Trade (A),FA14,35,10,77.80%,100.00%,4.72,B+ (3.44),B- (2.90)
"Muendler, Marc",ECON 102 - Globalization (A),FA14,179,75,73.20%,70.40%,6.15,B+ (3.41),B (3.02)
"Newhouse, Herbert S",ECON 109 - Game Theory (A),FA14,174,50,88.60%,81.80%,5.43,B (3.26),B- (2.90)
"Levkoff, Steven B.",ECON 110A - Macroeconomics A (A),FA14,255,98,88.60%,92.00%,5.85,B (3.28),B- (2.88)
"Flavin, Marjorie",ECON 110AH - Honors Macroeconomics A (A),FA14,5,2,50.00%,50.00%,1.5,A (4.00),N/A
"Lagakos, David P.",ECON 110B - Macroeconomics B (A),FA14,198,52,91.70%,93.80%,6.37,B+ (3.43),B- (2.85)
"Cohen, Darrel Steven",ECON 111 - Monetary Economics (A),FA14,272,95,85.00%,90.00%,6.43,B+ (3.43),B- (2.88)
"Toda, Alexis Akira",ECON 113 - Mathematical Economics (A),FA14,23,17,58.80%,82.40%,5.91,B+ (3.50),B (3.16)
"Bharadwaj, Prashant",ECON 116 - Economic Development (A),FA14,118,37,88.20%,97.10%,5.69,B+ (3.35),B (3.22)
"White, Michelle J.",ECON 118 - Law &Econ:Torts/Property/Crime (A),FA14,49,16,93.80%,81.30%,4.63,B+ (3.43),B (3.03)
"Candido, Maria Teresa",ECON 120A - Econometrics A (A),FA14,190,70,87.50%,70.30%,5.41,B+ (3.42),B- (2.87)
"Foster, Carroll Baldwin",ECON 120A - Econometrics A (B),FA14,141,59,87.00%,85.20%,4.97,B+ (3.49),B- (2.71)
"Foster, Carroll Baldwin",ECON 120A - Econometrics A (C),FA14,143,49,90.70%,88.40%,4.84,B+ (3.41),B- (2.71)
"Santos, Andres",ECON 120AH - Honors Econometrics A (A),FA14,15,10,90.00%,100.00%,2.5,A- (3.80),N/A
"Berman, Eli",ECON 120B - Econometrics B (A),FA14,124,39,86.80%,73.70%,6.18,B (3.03),B- (2.78)
"Berman, Eli",ECON 120B - Econometrics B (B),FA14,141,36,70.60%,52.90%,6.44,B (3.12),B- (2.78)
"Candido, Maria Teresa",ECON 120C - Econometrics C (A),FA14,130,26,79.20%,66.70%,6.41,B (3.22),B- (2.83)
"Candido, Maria Teresa",ECON 120C - Econometrics C (B),FA14,134,32,74.20%,71.00%,5.21,B (3.13),B- (2.83)
"Jacobsen, Mark",ECON 131 - Economics of the Environment (A),FA14,237,58,86.80%,81.10%,4.46,B+ (3.46),B- (2.97)
"Trevino, Isabel",ECON 142 - Behavioral Economics (A),FA14,15,14,76.90%,84.60%,4.17,B (3.27),N/A
"Cullen, Julie",ECON 151 - Public Economics:Expenditure I (A),FA14,48,14,78.60%,92.90%,5.64,B (3.08),B- (2.96)
"Newhouse, Herbert S",ECON 171 - Decisions Under Uncertainty (A),FA14,108,28,96.00%,96.00%,5.42,B+ (3.35),B- (2.86)
"Newhouse, Herbert S",ECON 171 - Decisions Under Uncertainty (B),FA14,114,28,89.30%,100.00%,6.04,B (3.28),B- (2.86)
"Sobel, Joel",ECON 172A - Operations Research A (A),FA14,214,52,70.80%,72.90%,5.56,B (3.28),B- (2.76)
"Komunjer, Ivana",ECON 173A - Financial Markets (A),FA14,111,24,82.60%,60.90%,4.85,B+ (3.52),B+ (3.35)
"Komunjer, Ivana",ECON 173A - Financial Markets (B),FA14,87,34,87.90%,69.70%,5.53,B+ (3.35),B+ (3.35)
"Willoughby, Michael Gene",ECON 173AL - Applied Finance Laboratory (A),FA14,12,1,100.00%,100.00%,0.5,A (4.00),N/A
"Ramey, Garey",ECON 173B - Corporate Finance (A),FA14,73,24,86.40%,68.20%,6.05,B+ (3.50),B- (2.94)
"Foster, Carroll Baldwin",ECON 178 - Economic&Business Forecasting (A),FA14,134,35,81.30%,81.30%,5.81,B (3.10),B- (2.87)
"Starr, Ross",ECON 191A - Senior Essay Seminar A (A),FA14,15,11,100.00%,100.00%,5.59,A (4.00),N/A
"Antonovics, Kate L.",ECON 2 - Market Imperfections & Policy (A),FA14,299,161,95.40%,95.40%,5.14,B+ (3.56),B (3.12)
"Wolcott, Erin Lorraine",ECON 3 - Principles of Macroeconomics (A),FA14,168,68,92.10%,90.50%,5.57,B+ (3.33),B- (2.92)
"Willoughby, Michael Gene",ECON 4 - Financial Accounting (A),FA14,172,79,90.50%,81.10%,5.22,B+ (3.52),B- (2.75)
"Antonovics, Kate L.",ECON 1 - Principles of Microeconomics (A),S214,65,19,94.70%,100.00%,6.29,A- (3.74),B (3.25)
"Shahriar, Quazi",ECON 100A - Microeconomics A (A),S214,89,14,72.70%,81.80%,8.86,B+ (3.44),B- (2.83)
"Sinitsyn, Maxim",ECON 100B - Microeconomics B (A),S214,61,23,90.90%,81.80%,6.68,B (3.24),C+ (2.31)
"Levkoff, Steven B.",ECON 100C - Microeconomics C (A),S214,113,25,92.00%,96.00%,9.06,B+ (3.68),B- (2.74)
"Muendler, Marc",ECON 102 - Globalization (A),S214,28,5,100.00%,100.00%,4.5,B+ (3.40),B (3.03)
"Muendler, Marc",ECON 103 - International Monetary Relatns (A),S214,49,4,75.00%,100.00%,4,B (3.25),B- (2.89)
"Newhouse, Herbert S",ECON 109 - Game Theory (A),S214,46,4,100.00%,75.00%,10.5,B (3.25),B- (2.71)
"Lee, Kangoh",ECON 110A - Macroeconomics A (A),S214,40,7,71.40%,42.90%,7.64,B- (2.86),B- (2.89)
"Levkoff, Steven B.",ECON 110B - Macroeconomics B (A),S214,53,13,92.30%,100.00%,8.35,B (3.23),B- (2.98)
"Major, Ivan",ECON 130 - Public Policy (A),S214,18,4,100.00%,50.00%,4.5,B+ (3.33),N/A
"Nieto-Barthaburu, Augusto",ECON 131 - Economics of the Environment (A),S214,107,18,88.20%,100.00%,6.15,B+ (3.44),B- (2.82)
"Sheldon, Tamara Lynn",ECON 132 - Energy Economics (A),S214,31,22,90.90%,95.50%,5.59,B+ (3.67),B+ (3.33)
"Nieto-Barthaburu, Augusto",ECON 135 - Urban Economics (A),S214,16,2,100.00%,100.00%,5.5,A (4.00),N/A
"Squires, Dale E",ECON 144 - Economics of Conservation (A),S214,30,3,100.00%,100.00%,4.5,A (4.00),B+ (3.51)
"Newhouse, Herbert S",ECON 171 - Decisions Under Uncertainty (A),S214,41,6,100.00%,100.00%,6.5,B+ (3.33),B- (2.80)
"Roth Tran, Brigitte",ECON 173A - Financial Markets (A),S214,38,25,96.00%,100.00%,7.46,B+ (3.67),B- (2.89)
"Antonovics, Kate L.",ECON 2 - Market Imperfections & Policy (A),S214,26,7,100.00%,100.00%,7.64,A- (3.71),B+ (3.53)
"Anderson, John Charles",ECON 4 - Financial Accounting (A),S214,28,13,100.00%,100.00%,5.42,B+ (3.64),B (3.16)
"Steiner, Christopher P",ECON 1 - Principles of Microeconomics (A),S114,85,32,86.70%,90.00%,7.23,A- (3.86),C+ (2.58)
"Famulari, Melissa",ECON 100A - Microeconomics A (A),S114,73,40,92.30%,89.70%,7.74,B+ (3.34),B- (2.78)
